date,kWh
2023-11-24T06:00:00Z,0.01
2023-11-24T07:00:00Z,0.28
2023-11-24T08:00:00Z,0.68
2023-11-24T09:00:00Z,1.1
2023-11-24T10:00:00Z,1.36
2023-11-24T11:00:00Z,1.35
2023-11-24T12:00:00Z,1.01
2023-11-24T13:00:00Z,0.66
2023-11-24T14:00:00Z,0.2
2023-11-24T15:00:00Z,0.002
2023-11-25T06:00:00Z,0.009
2023-11-25T07:00:00Z,0.2
2023-11-25T08:00:00Z,0.6
2023-11-25T09:00:00Z,1.28
2023-11-25T10:00:00Z,1.33
2023-11-25T11:00:00Z,1.22
2023-11-25T12:00:00Z,1.07
2023-11-25T13:00:00Z,0.7
2023-11-25T14:00:00Z,0.22
2023-11-25T15:00:00Z,0.002
2023-11-26T06:00:00Z,0.009
2023-11-26T07:00:00Z,0.34
2023-11-26T08:00:00Z,0.56
2023-11-26T09:00:00Z,0.86
2023-11-26T10:00:00Z,0.99
2023-11-26T11:00:00Z,1.33
2023-11-26T12:00:00Z,0.94
2023-11-26T13:00:00Z,0.44
2023-11-26T14:00:00Z,0.11
2023-11-26T15:00:00Z,0
2023-11-27T06:00:00Z,0.005
2023-11-27T07:00:00Z,0.08
2023-11-27T08:00:00Z,0.41
2023-11-27T09:00:00Z,0.54
2023-11-27T10:00:00Z,0.65
2023-11-27T11:00:00Z,0.52
2023-11-27T12:00:00Z,0.66
2023-11-27T13:00:00Z,0.37
2023-11-27T14:00:00Z,0.09
2023-11-27T15:00:00Z,0
2023-11-28T06:00:00Z,0.005
2023-11-28T07:00:00Z,0.08
2023-11-28T08:00:00Z,0.42
2023-11-28T09:00:00Z,0.8
2023-11-28T10:00:00Z,0.81
2023-11-28T11:00:00Z,0.76
2023-11-28T12:00:00Z,0.54
2023-11-28T13:00:00Z,0.26
2023-11-28T14:00:00Z,0.05
2023-11-28T15:00:00Z,0
2023-11-29T06:00:00Z,0
2023-11-29T07:00:00Z,0.004
2023-11-29T08:00:00Z,0.06
2023-11-29T09:00:00Z,0.35
2023-11-29T10:00:00Z,0.56
2023-11-29T11:00:00Z,0.59
2023-11-29T12:00:00Z,0.56
2023-11-29T13:00:00Z,0.38
2023-11-29T14:00:00Z,0.24
2023-11-29T15:00:00Z,0.05
2023-11-30T06:00:00Z,0
2023-11-30T07:00:00Z,0.005
2023-11-30T08:00:00Z,0.02
2023-11-30T09:00:00Z,0.21
2023-11-30T10:00:00Z,0.33
2023-11-30T11:00:00Z,0.57
2023-11-30T12:00:00Z,0.44
2023-11-30T13:00:00Z,0.5
2023-11-30T14:00:00Z,0.4
2023-11-30T15:00:00Z,0.15
