date,kWh
2024-01-12T07:00:00Z,0.0001
2024-01-12T08:00:00Z,0.06
2024-01-12T09:00:00Z,0.38
2024-01-12T10:00:00Z,0.58
2024-01-12T11:00:00Z,0.73
2024-01-12T12:00:00Z,0.9
2024-01-12T13:00:00Z,0.75
2024-01-12T14:00:00Z,0.34
2024-01-12T15:00:00Z,0.08
2024-01-12T16:00:00Z,0.002
2024-01-13T07:00:00Z,0
2024-01-13T08:00:00Z,0.06
2024-01-13T09:00:00Z,0.37
2024-01-13T10:00:00Z,0.43
2024-01-13T11:00:00Z,0.74
2024-01-13T12:00:00Z,2.15
2024-01-13T13:00:00Z,4.99
2024-01-13T14:00:00Z,3.06
2024-01-13T15:00:00Z,0.87
2024-01-13T16:00:00Z,0.04
2024-01-14T07:00:00Z,0
2024-01-14T08:00:00Z,0.03
2024-01-14T09:00:00Z,0.38
2024-01-14T10:00:00Z,1.61
2024-01-14T11:00:00Z,4.35
2024-01-14T12:00:00Z,7.03
2024-01-14T13:00:00Z,4.81
2024-01-14T14:00:00Z,3.39
2024-01-14T15:00:00Z,1.06
2024-01-14T16:00:00Z,0.05
2024-01-15T07:00:00Z,0.002
2024-01-15T08:00:00Z,0.09
2024-01-15T09:00:00Z,0.69
2024-01-15T10:00:00Z,1.37
2024-01-15T11:00:00Z,1.95
2024-01-15T12:00:00Z,3.06
2024-01-15T13:00:00Z,2.84
2024-01-15T14:00:00Z,1.47
2024-01-15T15:00:00Z,0.65
2024-01-15T16:00:00Z,0.06
2024-01-16T07:00:00Z,0.004
2024-01-16T08:00:00Z,0.36
2024-01-16T09:00:00Z,1.06
2024-01-16T10:00:00Z,1.28
2024-01-16T11:00:00Z,2.18
2024-01-16T12:00:00Z,1.32
2024-01-16T13:00:00Z,1.23
2024-01-16T14:00:00Z,1.05
2024-01-16T15:00:00Z,0.31
2024-01-16T16:00:00Z,0.03
2024-01-17T07:00:00Z,0
2024-01-17T08:00:00Z,0
2024-01-17T09:00:00Z,0.004
2024-01-17T10:00:00Z,0.01
2024-01-17T11:00:00Z,0.02
2024-01-17T12:00:00Z,0.003
2024-01-17T13:00:00Z,0.006
2024-01-17T14:00:00Z,0
2024-01-17T15:00:00Z,0
2024-01-17T16:00:00Z,0
2024-01-18T07:00:00Z,0
2024-01-18T08:00:00Z,0.02
2024-01-18T09:00:00Z,0.03
2024-01-18T10:00:00Z,0.52
2024-01-18T11:00:00Z,1.15
2024-01-18T12:00:00Z,1.01
2024-01-18T13:00:00Z,0.61
2024-01-18T14:00:00Z,0.4
2024-01-18T15:00:00Z,0.18
2024-01-18T16:00:00Z,0.02
