date,kWh
2023-06-16T04:00:00Z,0.005
2023-06-16T05:00:00Z,0.35
2023-06-16T06:00:00Z,0.79
2023-06-16T07:00:00Z,2.5
2023-06-16T08:00:00Z,2.18
2023-06-16T09:00:00Z,4.22
2023-06-16T10:00:00Z,4
2023-06-16T11:00:00Z,1.66
2023-06-16T12:00:00Z,1.38
2023-06-16T13:00:00Z,3.86
2023-06-16T14:00:00Z,3.54
2023-06-16T15:00:00Z,3.68
2023-06-16T16:00:00Z,4.85
2023-06-16T17:00:00Z,2.9
2023-06-16T18:00:00Z,1.88
2023-06-16T19:00:00Z,0.9
2023-06-16T20:00:00Z,0.24
2023-06-16T21:00:00Z,0.008
2023-06-17T04:00:00Z,0.005
2023-06-17T05:00:00Z,0.1
2023-06-17T06:00:00Z,0.68
2023-06-17T07:00:00Z,1.87
2023-06-17T08:00:00Z,4.85
2023-06-17T09:00:00Z,4.78
2023-06-17T10:00:00Z,6.24
2023-06-17T11:00:00Z,9.61
2023-06-17T12:00:00Z,10.64
2023-06-17T13:00:00Z,10.26
2023-06-17T14:00:00Z,9.11
2023-06-17T15:00:00Z,6.24
2023-06-17T16:00:00Z,4.13
2023-06-17T17:00:00Z,2.53
2023-06-17T18:00:00Z,1.11
2023-06-17T19:00:00Z,0.32
2023-06-17T20:00:00Z,0.04
2023-06-17T21:00:00Z,0
2023-06-18T04:00:00Z,0.002
2023-06-18T05:00:00Z,0.19
2023-06-18T06:00:00Z,0.64
2023-06-18T07:00:00Z,1.52
2023-06-18T08:00:00Z,2.43
2023-06-18T09:00:00Z,2.66
2023-06-18T10:00:00Z,2.4
2023-06-18T11:00:00Z,3.93
2023-06-18T12:00:00Z,5.11
2023-06-18T13:00:00Z,6.7
2023-06-18T14:00:00Z,2.3
2023-06-18T15:00:00Z,3.85
2023-06-18T16:00:00Z,2.46
2023-06-18T17:00:00Z,2.95
2023-06-18T18:00:00Z,1.01
2023-06-18T19:00:00Z,0.43
2023-06-18T20:00:00Z,0.17
2023-06-18T21:00:00Z,0.002
2023-06-19T04:00:00Z,0.004
2023-06-19T05:00:00Z,0.17
2023-06-19T06:00:00Z,0.85
2023-06-19T07:00:00Z,0.76
2023-06-19T08:00:00Z,1.2
2023-06-19T09:00:00Z,1.99
2023-06-19T10:00:00Z,1.79
2023-06-19T11:00:00Z,3.41
2023-06-19T12:00:00Z,2.54
2023-06-19T13:00:00Z,3.07
2023-06-19T14:00:00Z,2.62
2023-06-19T15:00:00Z,2.17
2023-06-19T16:00:00Z,2.42
2023-06-19T17:00:00Z,2
2023-06-19T18:00:00Z,1.11
2023-06-19T19:00:00Z,0.71
2023-06-19T20:00:00Z,0.2
2023-06-19T21:00:00Z,0.001
2023-06-20T04:00:00Z,0.002
2023-06-20T05:00:00Z,0.11
2023-06-20T06:00:00Z,0.75
2023-06-20T07:00:00Z,1.04
2023-06-20T08:00:00Z,1.44
2023-06-20T09:00:00Z,2.06
2023-06-20T10:00:00Z,2.64
2023-06-20T11:00:00Z,2.84
2023-06-20T12:00:00Z,4.08
2023-06-20T13:00:00Z,5.63
2023-06-20T14:00:00Z,6.18
2023-06-20T15:00:00Z,6.47
2023-06-20T16:00:00Z,4.2
2023-06-20T17:00:00Z,2.59
2023-06-20T18:00:00Z,0.8
2023-06-20T19:00:00Z,0.51
2023-06-20T20:00:00Z,0.17
2023-06-20T21:00:00Z,0.01
2023-06-21T04:00:00Z,0.005
2023-06-21T05:00:00Z,0.16
2023-06-21T06:00:00Z,0.6
2023-06-21T07:00:00Z,3.2
2023-06-21T08:00:00Z,6.21
2023-06-21T09:00:00Z,7.67
2023-06-21T10:00:00Z,6.02
2023-06-21T11:00:00Z,10.47
2023-06-21T12:00:00Z,9.21
2023-06-21T13:00:00Z,9.48
2023-06-21T14:00:00Z,9.28
2023-06-21T15:00:00Z,6.34
2023-06-21T16:00:00Z,3.41
2023-06-21T17:00:00Z,3.11
2023-06-21T18:00:00Z,1.64
2023-06-21T19:00:00Z,0.4
2023-06-21T20:00:00Z,0.19
2023-06-21T21:00:00Z,0.01
2023-06-22T04:00:00Z,0.003
2023-06-22T05:00:00Z,0.11
2023-06-22T06:00:00Z,0.74
2023-06-22T07:00:00Z,2.35
2023-06-22T08:00:00Z,4.94
2023-06-22T09:00:00Z,7.25
2023-06-22T10:00:00Z,9.05
2023-06-22T11:00:00Z,10.39
2023-06-22T12:00:00Z,10.76
2023-06-22T13:00:00Z,10.04
2023-06-22T14:00:00Z,9.41
2023-06-22T15:00:00Z,8.86
2023-06-22T16:00:00Z,7.08
2023-06-22T17:00:00Z,3.72
2023-06-22T18:00:00Z,1.17
2023-06-22T19:00:00Z,0.45
2023-06-22T20:00:00Z,0.17
2023-06-22T21:00:00Z,0.008
