date,kWh
2022-10-21T07:00:00Z,0.006
2022-10-21T08:00:00Z,0.03
2022-10-21T09:00:00Z,0.29
2022-10-21T10:00:00Z,0.53
2022-10-21T11:00:00Z,0.8
2022-10-21T12:00:00Z,1.11
2022-10-21T13:00:00Z,1.44
2022-10-21T14:00:00Z,1.22
2022-10-21T15:00:00Z,1.45
2022-10-21T16:00:00Z,0.56
2022-10-21T17:00:00Z,0.21
2022-10-22T07:00:00Z,0.009
2022-10-22T08:00:00Z,0.23
2022-10-22T09:00:00Z,2.16
2022-10-22T10:00:00Z,4.6
2022-10-22T11:00:00Z,7.01
2022-10-22T12:00:00Z,7.59
2022-10-22T13:00:00Z,6.81
2022-10-22T14:00:00Z,5.28
2022-10-22T15:00:00Z,1.8
2022-10-22T16:00:00Z,0.96
2022-10-22T17:00:00Z,0.25
2022-10-23T07:00:00Z,0.009
2022-10-23T08:00:00Z,0.54
2022-10-23T09:00:00Z,1.8
2022-10-23T10:00:00Z,6.71
2022-10-23T11:00:00Z,8.18
2022-10-23T12:00:00Z,8.51
2022-10-23T13:00:00Z,7.3
2022-10-23T14:00:00Z,5.56
2022-10-23T15:00:00Z,2.96
2022-10-23T16:00:00Z,1.23
2022-10-23T17:00:00Z,0.14
2022-10-24T07:00:00Z,0.002
2022-10-24T08:00:00Z,0.58
2022-10-24T09:00:00Z,3.81
2022-10-24T10:00:00Z,3.85
2022-10-24T11:00:00Z,3.69
2022-10-24T12:00:00Z,4.98
2022-10-24T13:00:00Z,2.78
2022-10-24T14:00:00Z,4.47
2022-10-24T15:00:00Z,1.97
2022-10-24T16:00:00Z,0.75
2022-10-24T17:00:00Z,0.05
2022-10-25T07:00:00Z,0.05
2022-10-25T08:00:00Z,0.43
2022-10-25T09:00:00Z,1.16
2022-10-25T10:00:00Z,5.36
2022-10-25T11:00:00Z,3.74
2022-10-25T12:00:00Z,2.12
2022-10-25T13:00:00Z,4.7
2022-10-25T14:00:00Z,5.36
2022-10-25T15:00:00Z,1.72
2022-10-25T16:00:00Z,0.58
2022-10-25T17:00:00Z,0.11
2022-10-26T07:00:00Z,0.007
2022-10-26T08:00:00Z,1.05
2022-10-26T09:00:00Z,4.69
2022-10-26T10:00:00Z,5.67
2022-10-26T11:00:00Z,3.19
2022-10-26T12:00:00Z,2.28
2022-10-26T13:00:00Z,3.39
2022-10-26T14:00:00Z,2.17
2022-10-26T15:00:00Z,1.79
2022-10-26T16:00:00Z,1.01
2022-10-26T17:00:00Z,0.1
2022-10-27T07:00:00Z,0.003
2022-10-27T08:00:00Z,0.14
2022-10-27T09:00:00Z,0.31
2022-10-27T10:00:00Z,0.82
2022-10-27T11:00:00Z,1.13
2022-10-27T12:00:00Z,1.69
2022-10-27T13:00:00Z,2.38
2022-10-27T14:00:00Z,5.74
2022-10-27T15:00:00Z,3.74
2022-10-27T16:00:00Z,0.62
2022-10-27T17:00:00Z,0.06
