date,kWh
2022-12-02T07:00:00Z,0.0002
2022-12-02T08:00:00Z,0.02
2022-12-02T09:00:00Z,0.04
2022-12-02T10:00:00Z,0.05
2022-12-02T11:00:00Z,0.11
2022-12-02T12:00:00Z,0.12
2022-12-02T13:00:00Z,0.09
2022-12-02T14:00:00Z,0.05
2022-12-02T15:00:00Z,0.02
2022-12-02T16:00:00Z,0
2022-12-03T07:00:00Z,0.0001
2022-12-03T08:00:00Z,0.02
2022-12-03T09:00:00Z,0.06
2022-12-03T10:00:00Z,0.16
2022-12-03T11:00:00Z,0.33
2022-12-03T12:00:00Z,0.36
2022-12-03T13:00:00Z,0.25
2022-12-03T14:00:00Z,0.11
2022-12-03T15:00:00Z,0.02
2022-12-03T16:00:00Z,0
2022-12-04T07:00:00Z,0.0002
2022-12-04T08:00:00Z,0.02
2022-12-04T09:00:00Z,0.05
2022-12-04T10:00:00Z,0.14
2022-12-04T11:00:00Z,0.26
2022-12-04T12:00:00Z,0.26
2022-12-04T13:00:00Z,0.23
2022-12-04T14:00:00Z,0.1
2022-12-04T15:00:00Z,0.02
2022-12-04T16:00:00Z,0
2022-12-05T07:00:00Z,0.0002
2022-12-05T08:00:00Z,0.03
2022-12-05T09:00:00Z,0.08
2022-12-05T10:00:00Z,0.22
2022-12-05T11:00:00Z,0.28
2022-12-05T12:00:00Z,0.47
2022-12-05T13:00:00Z,1.57
2022-12-05T14:00:00Z,1.18
2022-12-05T15:00:00Z,0.33
2022-12-05T16:00:00Z,0.0002
2022-12-06T07:00:00Z,0.0009
2022-12-06T08:00:00Z,0.08
2022-12-06T09:00:00Z,0.34
2022-12-06T10:00:00Z,1.93
2022-12-06T11:00:00Z,4.41
2022-12-06T12:00:00Z,3.39
2022-12-06T13:00:00Z,2.46
2022-12-06T14:00:00Z,1.1
2022-12-06T15:00:00Z,0.26
2022-12-06T16:00:00Z,0.0005
2022-12-07T07:00:00Z,0.003
2022-12-07T08:00:00Z,0.08
2022-12-07T09:00:00Z,0.24
2022-12-07T10:00:00Z,0.86
2022-12-07T11:00:00Z,2.48
2022-12-07T12:00:00Z,3.99
2022-12-07T13:00:00Z,3.55
2022-12-07T14:00:00Z,1.68
2022-12-07T15:00:00Z,0.13
2022-12-07T16:00:00Z,0
2022-12-08T07:00:00Z,0.0003
2022-12-08T08:00:00Z,0.02
2022-12-08T09:00:00Z,0.11
2022-12-08T10:00:00Z,0.4
2022-12-08T11:00:00Z,0.78
2022-12-08T12:00:00Z,0.65
2022-12-08T13:00:00Z,0.42
2022-12-08T14:00:00Z,0.38
2022-12-08T15:00:00Z,0.09
2022-12-08T16:00:00Z,0
