date,kWh
2023-10-06T07:00:00Z,0.52
2023-10-06T08:00:00Z,3.3
2023-10-06T09:00:00Z,5.25
2023-10-06T10:00:00Z,6.84
2023-10-06T11:00:00Z,8.49
2023-10-06T12:00:00Z,9.12
2023-10-06T13:00:00Z,8.92
2023-10-06T14:00:00Z,7.82
2023-10-06T15:00:00Z,5.19
2023-10-06T16:00:00Z,1.11
2023-10-06T17:00:00Z,0.62
2023-10-06T18:00:00Z,0.07
2023-10-07T07:00:00Z,0.13
2023-10-07T08:00:00Z,2.39
2023-10-07T09:00:00Z,5.04
2023-10-07T10:00:00Z,7.48
2023-10-07T11:00:00Z,7.41
2023-10-07T12:00:00Z,9.22
2023-10-07T13:00:00Z,8.71
2023-10-07T14:00:00Z,7.7
2023-10-07T15:00:00Z,5.08
2023-10-07T16:00:00Z,1.12
2023-10-07T17:00:00Z,0.46
2023-10-07T18:00:00Z,0.04
2023-10-08T07:00:00Z,0.26
2023-10-08T08:00:00Z,2.23
2023-10-08T09:00:00Z,2.13
2023-10-08T10:00:00Z,6.45
2023-10-08T11:00:00Z,7.9
2023-10-08T12:00:00Z,8.26
2023-10-08T13:00:00Z,8.43
2023-10-08T14:00:00Z,5.37
2023-10-08T15:00:00Z,2.84
2023-10-08T16:00:00Z,1.44
2023-10-08T17:00:00Z,0.61
2023-10-08T18:00:00Z,0.06
2023-10-09T07:00:00Z,0.33
2023-10-09T08:00:00Z,2.18
2023-10-09T09:00:00Z,2.44
2023-10-09T10:00:00Z,2.28
2023-10-09T11:00:00Z,2.36
2023-10-09T12:00:00Z,5.48
2023-10-09T13:00:00Z,3.33
2023-10-09T14:00:00Z,2.12
2023-10-09T15:00:00Z,1.3
2023-10-09T16:00:00Z,0.71
2023-10-09T17:00:00Z,0.19
2023-10-09T18:00:00Z,0.01
2023-10-10T07:00:00Z,0.1
2023-10-10T08:00:00Z,1.25
2023-10-10T09:00:00Z,1.95
2023-10-10T10:00:00Z,1.35
2023-10-10T11:00:00Z,1.8
2023-10-10T12:00:00Z,1.5
2023-10-10T13:00:00Z,1.1
2023-10-10T14:00:00Z,0.74
2023-10-10T15:00:00Z,1.01
2023-10-10T16:00:00Z,1.01
2023-10-10T17:00:00Z,0.32
2023-10-10T18:00:00Z,0.01
2023-10-11T07:00:00Z,0.07
2023-10-11T08:00:00Z,0.8
2023-10-11T09:00:00Z,2.02
2023-10-11T10:00:00Z,3.01
2023-10-11T11:00:00Z,6.13
2023-10-11T12:00:00Z,9.17
2023-10-11T13:00:00Z,6.15
2023-10-11T14:00:00Z,5.48
2023-10-11T15:00:00Z,4.99
2023-10-11T16:00:00Z,1.18
2023-10-11T17:00:00Z,0.42
2023-10-11T18:00:00Z,0.05
2023-10-12T07:00:00Z,0.22
2023-10-12T08:00:00Z,2.23
2023-10-12T09:00:00Z,4.97
2023-10-12T10:00:00Z,6.91
2023-10-12T11:00:00Z,8.28
2023-10-12T12:00:00Z,8.83
2023-10-12T13:00:00Z,8.6
2023-10-12T14:00:00Z,7.33
2023-10-12T15:00:00Z,4.79
2023-10-12T16:00:00Z,1.02
2023-10-12T17:00:00Z,0.38
2023-10-12T18:00:00Z,0.02
