day,hour,kw_returned,kw_consumed
2019-11-11,11,NA,0.733
2019-11-11,12,NA,0.638
2019-11-11,13,NA,0.475
2019-11-11,14,NA,0.571
2019-11-11,15,NA,0.73
2019-11-11,16,NA,0.795
2019-11-11,17,NA,2.395
2019-11-11,18,NA,1.741
2019-11-11,19,NA,2.565
2019-11-11,20,NA,1.292
2019-11-11,21,NA,1.271
2019-11-11,22,NA,0.508
2019-11-11,23,NA,0.359
2019-11-12,0,NA,0.351
2019-11-12,1,NA,0.327
2019-11-12,2,NA,0.324
2019-11-12,3,NA,0.364
2019-11-12,4,NA,0.343
2019-11-12,5,NA,0.57
2019-11-12,6,NA,0.765
2019-11-12,7,NA,2.355
2019-11-12,8,NA,3.971
2019-11-12,9,NA,4.488
2019-11-12,10,NA,4.333
2019-11-12,11,NA,2.168
2019-11-12,12,NA,2.352
2019-11-12,13,NA,2.125
2019-11-12,14,NA,0.726
2019-11-12,15,NA,0.513
2019-11-12,16,NA,0.833
2019-11-12,17,NA,1.529
2019-11-12,18,NA,1.036
2019-11-12,19,NA,1.118
2019-11-12,20,NA,0.61
2019-11-12,21,NA,0.514
2019-11-12,22,NA,0.397
2019-11-12,23,NA,0.344
2019-11-13,0,NA,0.336
2019-11-13,1,NA,0.327
2019-11-13,2,NA,0.302
2019-11-13,3,NA,0.338
2019-11-13,4,NA,0.603
2019-11-13,5,NA,0.387
2019-11-13,6,NA,0.621
2019-11-13,7,NA,1.446
2019-11-13,8,NA,3.441
2019-11-13,9,NA,3.904
2019-11-13,10,NA,3.949
2019-11-13,11,NA,2.873
2019-11-13,12,NA,1.298
2019-11-13,13,NA,0.895
2019-11-13,14,NA,0.928
2019-11-13,15,NA,0.594
2019-11-13,16,NA,0.907
2019-11-13,17,NA,2.086
2019-11-13,18,NA,2.067
2019-11-13,19,NA,1.36
2019-11-13,20,NA,1.055
2019-11-13,21,NA,0.723
2019-11-13,22,NA,0.351
2019-11-13,23,NA,0.333
2019-11-14,0,NA,0.303
2019-11-14,1,NA,0.321
2019-11-14,2,NA,0.358
2019-11-14,3,NA,0.343
2019-11-14,4,NA,0.324
2019-11-14,5,NA,0.539
2019-11-14,6,NA,0.867
2019-11-14,7,NA,1.314
2019-11-14,8,NA,2.699
2019-11-14,9,NA,3.969
2019-11-14,10,NA,2.094
2019-11-14,11,NA,1.074
2019-11-14,12,NA,1.881
2019-11-14,13,NA,2.774
2019-11-14,14,NA,1.067
2019-11-14,15,NA,0.929
2019-11-14,16,NA,1.329
2019-11-14,17,NA,1.794
2019-11-14,18,NA,0.999
2019-11-14,19,NA,1.519
2019-11-14,20,NA,1.216
2019-11-14,21,NA,0.665
2019-11-14,22,NA,0.546
2019-11-14,23,NA,0.449
2019-11-15,0,NA,0.339
2019-11-15,1,NA,0.324
2019-11-15,2,NA,0.342
2019-11-15,3,NA,0.341
2019-11-15,4,NA,0.308
2019-11-15,5,NA,0.539
2019-11-15,6,NA,0.743
2019-11-15,7,NA,2.899
2019-11-15,8,NA,1.528
2019-11-15,9,NA,4.109
2019-11-15,10,NA,4.123
2019-11-15,11,NA,2.784
2019-11-15,12,NA,2.358
2019-11-15,13,NA,1.047
2019-11-15,14,NA,0.935
2019-11-15,15,NA,1.288
2019-11-15,16,NA,0.566
2019-11-15,17,NA,3.318
2019-11-15,18,NA,1.554
2019-11-15,19,NA,1.107
2019-11-15,20,NA,1.181
2019-11-15,21,NA,0.645
2019-11-15,22,NA,0.541
2019-11-15,23,NA,0.374
2019-11-16,0,NA,0.318
2019-11-16,1,NA,0.33
2019-11-16,2,NA,0.319
2019-11-16,3,NA,0.351
2019-11-16,4,NA,0.33
2019-11-16,5,NA,0.51
2019-11-16,6,NA,0.507
2019-11-16,7,NA,0.544
2019-11-16,8,NA,0.979
2019-11-16,9,NA,0.912
2019-11-16,10,NA,1.021
2019-11-16,11,NA,0.636
2019-11-16,12,NA,0.69
2019-11-16,13,NA,0.732
2019-11-16,14,NA,0.802
2019-11-16,15,NA,0.824
2019-11-16,16,NA,1.74
2019-11-16,17,NA,0.636
2019-11-16,18,NA,0.892
2019-11-16,19,NA,1.156
2019-11-16,20,NA,0.901
2019-11-16,21,NA,0.638
2019-11-16,22,NA,0.484
2019-11-16,23,NA,0.351
2019-11-17,0,NA,0.31
2019-11-17,1,NA,0.321
2019-11-17,2,NA,0.346
2019-11-17,3,NA,0.348
2019-11-17,4,NA,0.298
2019-11-17,5,NA,0.546
2019-11-17,6,NA,0.585
2019-11-17,7,NA,1.092
2019-11-17,8,NA,0.713
2019-11-17,9,NA,0.713
2019-11-17,10,NA,0.611
2019-11-17,11,NA,0.64
2019-11-17,12,NA,0.983
2019-11-17,13,NA,1.641
2019-11-17,14,NA,0.862
2019-11-17,15,NA,2.797
2019-11-17,16,NA,2.515
2019-11-17,17,NA,1.367
2019-11-17,18,NA,1.392
2019-11-17,19,NA,1.696
2019-11-17,20,NA,1.85
2019-11-17,21,NA,1.744
2019-11-17,22,NA,0.556
2019-11-17,23,NA,0.339
2019-11-18,0,NA,0.352
2019-11-18,1,NA,0.349
2019-11-18,2,NA,0.352
2019-11-18,3,NA,0.351
2019-11-18,4,NA,0.313
2019-11-18,5,NA,0.524
2019-11-18,6,NA,0.9
2019-11-18,7,NA,1.005
2019-11-18,8,NA,5.041
2019-11-18,9,NA,5.855
2019-11-18,10,NA,4.789
2019-11-18,11,NA,2.501
2019-11-18,12,NA,1.125
2019-11-18,13,NA,1.043
2019-11-18,14,NA,1.37
2019-11-18,15,NA,0.987
2019-11-18,16,NA,0.745
2019-11-18,17,NA,1.853
2019-11-18,18,NA,2.374
2019-11-18,19,NA,1.835
2019-11-18,20,NA,0.921
2019-11-18,21,NA,0.496
2019-11-18,22,NA,0.438
2019-11-18,23,NA,0.336
2019-11-19,0,NA,0.417
2019-11-19,1,NA,0.33
2019-11-19,2,NA,0.42
2019-11-19,3,NA,0.565
2019-11-19,4,NA,0.467
2019-11-19,5,NA,0.433
2019-11-19,6,NA,0.686
2019-11-19,7,NA,2.049
2019-11-19,8,NA,3.748
2019-11-19,9,NA,3.95
2019-11-19,10,NA,2.207
2019-11-19,11,NA,2.253
2019-11-19,12,NA,1.292
2019-11-19,13,NA,1.012
2019-11-19,14,NA,0.674
2019-11-19,15,NA,1.159
2019-11-19,16,NA,1.362
2019-11-19,17,NA,1.984
2019-11-19,18,NA,1.403
2019-11-19,19,NA,0.769
2019-11-19,20,NA,0.657
2019-11-19,21,NA,0.484
2019-11-19,22,NA,0.412
2019-11-19,23,NA,0.343
2019-11-20,0,NA,0.405
2019-11-20,1,NA,0.343
2019-11-20,2,NA,0.413
2019-11-20,3,NA,0.398
2019-11-20,4,NA,0.328
2019-11-20,5,NA,0.647
2019-11-20,6,NA,1.168
2019-11-20,7,NA,1.282
2019-11-20,8,NA,0.5
2019-11-20,9,NA,3.995
2019-11-20,10,NA,4.001
2019-11-20,11,NA,4.03
2019-11-20,12,NA,1.98
2019-11-20,13,NA,1.259
2019-11-20,14,NA,1.252
2019-11-20,15,NA,0.986
2019-11-20,16,NA,1.42
2019-11-20,17,NA,0.718
2019-11-20,18,NA,0.857
2019-11-20,19,NA,1.026
2019-11-20,20,NA,1.056
2019-11-20,21,NA,1.072
2019-11-20,22,NA,0.617
2019-11-20,23,NA,0.338
2019-11-21,0,NA,0.329
2019-11-21,1,NA,0.342
2019-11-21,2,NA,0.339
2019-11-21,3,NA,0.303
2019-11-21,4,NA,0.298
2019-11-21,5,NA,0.601
2019-11-21,6,NA,0.871
2019-11-21,7,NA,1.268
2019-11-21,8,NA,3.825
2019-11-21,9,NA,4.285
2019-11-21,10,NA,4.058
2019-11-21,11,NA,1.353
2019-11-21,12,NA,1.209
2019-11-21,13,NA,1.111
2019-11-21,14,NA,0.831
2019-11-21,15,NA,0.584
2019-11-21,16,NA,0.618
2019-11-21,17,NA,1.089
2019-11-21,18,NA,1.292
2019-11-21,19,NA,0.789
2019-11-21,20,NA,0.716
2019-11-21,21,NA,1.171
2019-11-21,22,NA,1.132
2019-11-21,23,NA,0.362
2019-11-22,0,NA,0.351
2019-11-22,1,NA,0.322
2019-11-22,2,NA,0.31
2019-11-22,3,NA,0.324
2019-11-22,4,NA,0.334
2019-11-22,5,NA,0.585
2019-11-22,6,NA,0.985
2019-11-22,7,NA,1.571
2019-11-22,8,NA,3.932
2019-11-22,9,NA,4.459
2019-11-22,10,NA,4.833
2019-11-22,11,NA,2.204
2019-11-22,12,NA,1.65
2019-11-22,13,NA,1.667
2019-11-22,14,NA,1.721
2019-11-22,15,NA,2.167
2019-11-22,16,NA,1.522
2019-11-22,17,NA,2.886
2019-11-22,18,NA,1.479
2019-11-22,19,NA,0.764
2019-11-22,20,NA,0.649
2019-11-22,21,NA,1.026
2019-11-22,22,NA,0.947
2019-11-22,23,NA,0.322
2019-11-23,0,NA,0.4
2019-11-23,1,NA,0.417
2019-11-23,2,NA,0.422
2019-11-23,3,NA,0.327
2019-11-23,4,NA,0.446
2019-11-23,5,NA,0.648
2019-11-23,6,NA,0.686
2019-11-23,7,NA,1.097
2019-11-23,8,NA,1.774
2019-11-23,9,NA,1.206
2019-11-23,10,NA,0.857
2019-11-23,11,NA,0.825
2019-11-23,12,NA,0.861
2019-11-23,13,NA,2.284
2019-11-23,14,NA,2.414
2019-11-23,15,NA,3.046
2019-11-23,16,NA,1.382
2019-11-23,17,NA,2.344
2019-11-23,18,NA,1.264
2019-11-23,19,NA,0.922
2019-11-23,20,NA,2.406
2019-11-23,21,NA,1.387
2019-11-23,22,NA,0.526
2019-11-23,23,NA,0.365
2019-11-24,0,NA,0.472
2019-11-24,1,NA,0.475
2019-11-24,2,NA,0.48
2019-11-24,3,NA,0.496
2019-11-24,4,NA,0.474
2019-11-24,5,NA,0.707
2019-11-24,6,NA,0.722
2019-11-24,7,NA,0.861
2019-11-24,8,NA,1.083
2019-11-24,9,NA,1.101
2019-11-24,10,NA,1.052
2019-11-24,11,NA,0.812
2019-11-24,12,NA,0.676
2019-11-24,13,NA,1.201
2019-11-24,14,NA,1.002
2019-11-24,15,NA,0.56
2019-11-24,16,NA,0.597
2019-11-24,17,NA,0.664
2019-11-24,18,NA,0.654
2019-11-24,19,NA,0.798
2019-11-24,20,NA,0.892
2019-11-24,21,NA,0.796
2019-11-24,22,NA,0.78
2019-11-24,23,NA,0.823
2019-11-25,0,NA,0.744
2019-11-25,1,NA,0.528
2019-11-25,2,NA,0.634
2019-11-25,3,NA,0.525
2019-11-25,4,NA,0.492
2019-11-25,5,NA,0.659
2019-11-25,6,NA,0.753
2019-11-25,7,NA,1.152
2019-11-25,8,NA,5.8
2019-11-25,9,NA,6.01
2019-11-25,10,NA,4.065
2019-11-25,11,NA,1.288
2019-11-25,12,NA,1.072
2019-11-25,13,NA,1.049
2019-11-25,14,NA,1.22
2019-11-25,15,NA,1.285
2019-11-25,16,NA,0.847
2019-11-25,17,NA,0.823
2019-11-25,18,NA,3.505
2019-11-25,19,NA,1.251
2019-11-25,20,NA,1.063
2019-11-25,21,NA,0.965
2019-11-25,22,NA,0.406
2019-11-25,23,NA,0.344
2019-11-26,0,NA,0.358
2019-11-26,1,NA,0.319
2019-11-26,2,NA,0.301
2019-11-26,3,NA,0.342
2019-11-26,4,NA,0.327
2019-11-26,5,NA,0.58
2019-11-26,6,NA,0.788
2019-11-26,7,NA,2.142
2019-11-26,8,NA,5.619
2019-11-26,9,NA,4.537
2019-11-26,10,NA,3.925
2019-11-26,11,NA,2.964
2019-11-26,12,NA,1.791
2019-11-26,13,NA,1.175
2019-11-26,14,NA,0.785
2019-11-26,15,NA,0.438
2019-11-26,16,NA,0.807
2019-11-26,17,NA,0.904
2019-11-26,18,NA,1.269
2019-11-26,19,NA,1.433
2019-11-26,20,NA,0.986
2019-11-26,21,NA,0.553
2019-11-26,22,NA,0.525
2019-11-26,23,NA,0.39
2019-11-27,0,NA,0.376
2019-11-27,1,NA,0.306
2019-11-27,2,NA,0.336
2019-11-27,3,NA,0.346
2019-11-27,4,NA,0.376
2019-11-27,5,NA,0.631
2019-11-27,6,NA,0.84
2019-11-27,7,NA,3.783
2019-11-27,8,NA,3.887
2019-11-27,9,NA,4.062
2019-11-27,10,NA,4.043
2019-11-27,11,NA,3.804
2019-11-27,12,NA,1.371
2019-11-27,13,NA,1.257
2019-11-27,14,NA,1.433
2019-11-27,15,NA,1.017
2019-11-27,16,NA,0.901
2019-11-27,17,NA,0.826
2019-11-27,18,NA,1.536
2019-11-27,19,NA,1.71
2019-11-27,20,NA,1.432
2019-11-27,21,NA,1.377
2019-11-27,22,NA,0.738
2019-11-27,23,NA,0.624
2019-11-28,0,NA,0.434
2019-11-28,1,NA,0.487
2019-11-28,2,NA,0.515
2019-11-28,3,NA,0.37
2019-11-28,4,NA,0.485
2019-11-28,5,NA,0.776
2019-11-28,6,NA,0.966
2019-11-28,7,NA,3.931
2019-11-28,8,NA,5.709
2019-11-28,9,NA,4.098
2019-11-28,10,NA,0.986
2019-11-28,11,NA,1.456
2019-11-28,12,NA,1.361
2019-11-28,13,NA,0.737
2019-11-28,14,NA,1.233
2019-11-28,15,NA,0.63
2019-11-28,16,NA,2.044
2019-11-28,17,NA,4.501
2019-11-28,18,NA,3.862
2019-11-28,19,NA,1.027
2019-11-28,20,NA,0.948
2019-11-28,21,NA,0.506
2019-11-28,22,NA,0.584
2019-11-28,23,NA,0.503
2019-11-29,0,NA,0.438
2019-11-29,1,NA,0.43
2019-11-29,2,NA,0.508
2019-11-29,3,NA,0.359
2019-11-29,4,NA,0.507
2019-11-29,5,NA,0.773
2019-11-29,6,NA,0.978
2019-11-29,7,NA,3.067
2019-11-29,8,NA,6.301
2019-11-29,9,NA,5.929
2019-11-29,10,NA,4.048
2019-11-29,11,NA,1.436
2019-11-29,12,NA,0.921
2019-11-29,13,NA,1.241
2019-11-29,14,NA,0.753
2019-11-29,15,NA,1.147
2019-11-29,16,NA,3.07
2019-11-29,17,NA,1.356
2019-11-29,18,NA,1.203
2019-11-29,19,NA,1.326
2019-11-29,20,NA,0.881
2019-11-29,21,NA,0.657
2019-11-29,22,NA,0.481
2019-11-29,23,NA,0.597
2019-11-30,0,NA,0.621
2019-11-30,1,NA,0.475
2019-11-30,2,NA,0.5
2019-11-30,3,NA,0.483
2019-11-30,4,NA,0.529
2019-11-30,5,NA,0.787
2019-11-30,6,NA,0.711
2019-11-30,7,NA,0.845
2019-11-30,8,NA,0.888
2019-11-30,9,NA,1.97
2019-11-30,10,NA,1.134
2019-11-30,11,NA,1.065
2019-11-30,12,NA,1.055
2019-11-30,13,NA,0.938
2019-11-30,14,NA,1.211
2019-11-30,15,NA,1.134
2019-11-30,16,NA,1.271
2019-11-30,17,NA,1.845
2019-11-30,18,NA,0.923
2019-11-30,19,NA,0.929
2019-11-30,20,NA,0.808
2019-11-30,21,NA,1.141
2019-11-30,22,NA,1.381
2019-11-30,23,NA,0.841
2019-12-01,0,NA,0.688
2019-12-01,1,NA,0.69
2019-12-01,2,NA,0.676
2019-12-01,3,NA,0.771
2019-12-01,4,NA,0.852
2019-12-01,5,NA,1.063
2019-12-01,6,NA,0.964
2019-12-01,7,NA,1.112
2019-12-01,8,NA,2.18
2019-12-01,9,NA,1.285
2019-12-01,10,NA,1.148
2019-12-01,11,NA,1.135
2019-12-01,12,NA,1.362
2019-12-01,13,NA,1.467
2019-12-01,14,NA,1.122
2019-12-01,15,NA,1.017
2019-12-01,16,NA,1.906
2019-12-01,17,NA,3.89
2019-12-01,18,NA,4.014
2019-12-01,19,NA,1.142
2019-12-01,20,NA,3.05
2019-12-01,21,NA,2.112
2019-12-01,22,NA,0.845
2019-12-01,23,NA,0.666
2019-12-02,0,NA,0.664
2019-12-02,1,NA,0.611
2019-12-02,2,NA,0.636
2019-12-02,3,NA,0.648
2019-12-02,4,NA,0.653
2019-12-02,5,NA,0.883
2019-12-02,6,NA,1.117
2019-12-02,7,NA,1.38
2019-12-02,8,NA,4.829
2019-12-02,9,NA,5.715
2019-12-02,10,NA,4.045
2019-12-02,11,NA,1.982
2019-12-02,12,NA,1.83
2019-12-02,13,NA,1.965
2019-12-02,14,NA,2.156
2019-12-02,15,NA,0.903
2019-12-02,16,NA,0.854
2019-12-02,17,NA,0.861
2019-12-02,18,NA,1.349
2019-12-02,19,NA,2.013
2019-12-02,20,NA,1.021
2019-12-02,21,NA,1.105
2019-12-02,22,NA,0.583
2019-12-02,23,NA,0.409
2019-12-03,0,NA,0.408
2019-12-03,1,NA,0.417
2019-12-03,2,NA,0.317
2019-12-03,3,NA,0.443
2019-12-03,4,NA,0.414
2019-12-03,5,NA,0.692
2019-12-03,6,NA,0.791
2019-12-03,7,NA,3.368
2019-12-03,8,NA,3.487
2019-12-03,9,NA,3.404
2019-12-03,10,NA,3.656
2019-12-03,11,NA,1.697
2019-12-03,12,NA,0.691
2019-12-03,13,NA,1.812
2019-12-03,14,NA,1.539
2019-12-03,15,NA,0.876
2019-12-03,16,NA,0.803
2019-12-03,17,NA,1.507
2019-12-03,18,NA,0.705
2019-12-03,19,NA,0.839
2019-12-03,20,NA,0.756
2019-12-03,21,NA,1.009
2019-12-03,22,NA,0.905
2019-12-03,23,NA,0.351
2019-12-04,0,NA,0.436
2019-12-04,1,NA,0.407
2019-12-04,2,NA,0.431
2019-12-04,3,NA,0.316
2019-12-04,4,NA,0.447
2019-12-04,5,NA,0.677
2019-12-04,6,NA,0.943
2019-12-04,7,NA,3.178
2019-12-04,8,NA,3.78
2019-12-04,9,NA,4.037
2019-12-04,10,NA,3.47
2019-12-04,11,NA,0.972
2019-12-04,12,NA,1.672
2019-12-04,13,NA,1.811
2019-12-04,14,NA,1.513
2019-12-04,15,NA,0.857
2019-12-04,16,NA,0.682
2019-12-04,17,NA,0.65
2019-12-04,18,NA,1.554
2019-12-04,19,NA,1.293
2019-12-04,20,NA,1.073
2019-12-04,21,NA,0.842
2019-12-04,22,NA,0.548
2019-12-04,23,NA,0.369
2019-12-05,0,NA,0.404
2019-12-05,1,NA,0.352
2019-12-05,2,NA,0.358
2019-12-05,3,NA,0.377
2019-12-05,4,NA,0.359
2019-12-05,5,NA,0.805
2019-12-05,6,NA,0.712
2019-12-05,7,NA,3.33
2019-12-05,8,NA,3.948
2019-12-05,9,NA,4.221
2019-12-05,10,NA,3.674
2019-12-05,11,NA,3.011
2019-12-05,12,NA,1.151
2019-12-05,13,NA,1.416
2019-12-05,14,NA,1.303
2019-12-05,15,NA,0.511
2019-12-05,16,NA,0.671
2019-12-05,17,NA,0.65
2019-12-05,18,NA,0.884
2019-12-05,19,NA,0.776
2019-12-05,20,NA,1.014
2019-12-05,21,NA,1.096
2019-12-05,22,NA,0.748
2019-12-05,23,NA,0.416
2019-12-06,0,NA,0.291
2019-12-06,1,NA,0.439
2019-12-06,2,NA,0.448
2019-12-06,3,NA,0.295
2019-12-06,4,NA,0.436
2019-12-06,5,NA,0.698
2019-12-06,6,NA,0.91
2019-12-06,7,NA,3.441
2019-12-06,8,NA,3.97
2019-12-06,9,NA,4.029
2019-12-06,10,NA,3.3
2019-12-06,11,NA,2
2019-12-06,12,NA,2.643
2019-12-06,13,NA,2.32
2019-12-06,14,NA,0.834
2019-12-06,15,NA,3.452
2019-12-06,16,NA,2.396
2019-12-06,17,NA,3.821
2019-12-06,18,NA,1.568
2019-12-06,19,NA,0.915
2019-12-06,20,NA,0.674
2019-12-06,21,NA,0.593
2019-12-06,22,NA,0.488
2019-12-06,23,NA,0.32
2019-12-07,0,NA,0.313
2019-12-07,1,NA,0.343
2019-12-07,2,NA,0.338
2019-12-07,3,NA,0.316
2019-12-07,4,NA,0.3
2019-12-07,5,NA,0.56
2019-12-07,6,NA,0.561
2019-12-07,7,NA,0.67
2019-12-07,8,NA,1.057
2019-12-07,9,NA,2.779
2019-12-07,10,NA,1.358
2019-12-07,11,NA,1.381
2019-12-07,12,NA,0.896
2019-12-07,13,NA,1.867
2019-12-07,14,NA,1.486
2019-12-07,15,NA,1.189
2019-12-07,16,NA,1.711
2019-12-07,17,NA,0.378
2019-12-07,18,NA,0.39
2019-12-07,19,NA,0.405
2019-12-07,20,NA,0.432
2019-12-07,21,NA,0.403
2019-12-07,22,NA,0.452
2019-12-07,23,NA,0.327
2019-12-08,0,NA,0.329
2019-12-08,1,NA,0.329
2019-12-08,2,NA,0.339
2019-12-08,3,NA,0.355
2019-12-08,4,NA,0.316
2019-12-08,5,NA,0.542
2019-12-08,6,NA,0.486
2019-12-08,7,NA,0.629
2019-12-08,8,NA,0.781
2019-12-08,9,NA,0.849
2019-12-08,10,NA,0.352
2019-12-08,11,NA,0.372
2019-12-08,12,NA,0.865
2019-12-08,13,NA,0.646
2019-12-08,14,NA,0.696
2019-12-08,15,NA,0.657
2019-12-08,16,NA,0.629
2019-12-08,17,NA,0.709
2019-12-08,18,NA,1.273
2019-12-08,19,NA,1.238
2019-12-08,20,NA,0.735
2019-12-08,21,NA,0.746
2019-12-08,22,NA,0.547
2019-12-08,23,NA,0.349
2019-12-09,0,NA,0.345
2019-12-09,1,NA,0.338
2019-12-09,2,NA,0.329
2019-12-09,3,NA,0.313
2019-12-09,4,NA,0.299
2019-12-09,5,NA,0.565
2019-12-09,6,NA,0.793
2019-12-09,7,NA,2.764
2019-12-09,8,NA,6.304
2019-12-09,9,NA,6.212
2019-12-09,10,NA,4.567
2019-12-09,11,NA,2.166
2019-12-09,12,NA,1.936
2019-12-09,13,NA,1.865
2019-12-09,14,NA,1.567
2019-12-09,15,NA,1.508
2019-12-09,16,NA,0.907
2019-12-09,17,NA,0.832
2019-12-09,18,NA,1.313
2019-12-09,19,NA,2.169
2019-12-09,20,NA,1.159
2019-12-09,21,NA,1.1
2019-12-09,22,NA,1.148
2019-12-09,23,NA,0.552
2019-12-10,0,NA,0.54
2019-12-10,1,NA,0.529
2019-12-10,2,NA,0.553
2019-12-10,3,NA,0.573
2019-12-10,4,NA,0.591
2019-12-10,5,NA,0.844
2019-12-10,6,NA,1.068
2019-12-10,7,NA,3.334
2019-12-10,8,NA,5.371
2019-12-10,9,NA,3.967
2019-12-10,10,NA,3.375
2019-12-10,11,NA,1.808
2019-12-10,12,NA,1.305
2019-12-10,13,NA,2.207
2019-12-10,14,NA,1.518
2019-12-10,15,NA,0.928
2019-12-10,16,NA,2.461
2019-12-10,17,NA,1.89
2019-12-10,18,NA,0.84
2019-12-10,19,NA,0.685
2019-12-10,20,NA,0.766
2019-12-10,21,NA,0.637
2019-12-10,22,NA,0.369
2019-12-10,23,NA,0.437
2019-12-11,0,NA,0.325
2019-12-11,1,NA,0.992
2019-12-11,2,NA,0.821
2019-12-11,3,NA,0.408
2019-12-11,4,NA,0.426
2019-12-11,5,NA,0.701
2019-12-11,6,NA,0.588
2019-12-11,7,NA,1.71
2019-12-11,8,NA,4.072
2019-12-11,9,NA,4.326
2019-12-11,10,NA,4.332
2019-12-11,11,NA,1.874
2019-12-11,12,NA,2.562
2019-12-11,13,NA,2.344
2019-12-11,14,NA,1.345
2019-12-11,15,NA,0.854
2019-12-11,16,NA,0.664
2019-12-11,17,NA,0.635
2019-12-11,18,NA,0.658
2019-12-11,19,NA,0.886
2019-12-11,20,NA,0.711
2019-12-11,21,NA,0.756
2019-12-11,22,NA,0.753
2019-12-11,23,NA,0.542
2019-12-12,0,NA,0.318
2019-12-12,1,NA,0.335
2019-12-12,2,NA,0.354
2019-12-12,3,NA,0.348
2019-12-12,4,NA,0.31
2019-12-12,5,NA,0.724
2019-12-12,6,NA,0.836
2019-12-12,7,NA,3.068
2019-12-12,8,NA,3.791
2019-12-12,9,NA,4.021
2019-12-12,10,NA,2.113
2019-12-12,11,NA,2.264
2019-12-12,12,NA,1.746
2019-12-12,13,NA,1
2019-12-12,14,NA,0.739
2019-12-12,15,NA,0.666
2019-12-12,16,NA,0.741
2019-12-12,17,NA,1.441
2019-12-12,18,NA,1.297
2019-12-12,19,NA,1.225
2019-12-12,20,NA,0.901
2019-12-12,21,NA,1.152
2019-12-12,22,NA,0.726
2019-12-12,23,NA,0.653
2019-12-13,0,NA,0.445
2019-12-13,1,NA,0.322
2019-12-13,2,NA,0.436
2019-12-13,3,NA,0.426
2019-12-13,4,NA,0.448
2019-12-13,5,NA,0.673
2019-12-13,6,NA,0.828
2019-12-13,7,NA,3.017
2019-12-13,8,NA,3.673
2019-12-13,9,NA,6.355
2019-12-13,10,NA,3.251
2019-12-13,11,NA,2.156
2019-12-13,12,NA,2.232
2019-12-13,13,NA,2.225
2019-12-13,14,NA,1.398
2019-12-13,15,NA,3.324
2019-12-13,16,NA,0.997
2019-12-13,17,NA,3.153
2019-12-13,18,NA,0.995
2019-12-13,19,NA,0.935
2019-12-13,20,NA,0.964
2019-12-13,21,NA,0.795
2019-12-13,22,NA,0.716
2019-12-13,23,NA,0.529
2019-12-14,0,NA,0.342
2019-12-14,1,NA,0.423
2019-12-14,2,NA,0.439
2019-12-14,3,NA,0.327
2019-12-14,4,NA,0.43
2019-12-14,5,NA,0.669
2019-12-14,6,NA,0.655
2019-12-14,7,NA,0.811
2019-12-14,8,NA,0.992
2019-12-14,9,NA,0.939
2019-12-14,10,NA,1.55
2019-12-14,11,NA,1.319
2019-12-14,12,NA,0.954
2019-12-14,13,NA,2.406
2019-12-14,14,NA,0.732
2019-12-14,15,NA,0.669
2019-12-14,16,NA,0.804
2019-12-14,17,NA,0.693
2019-12-14,18,NA,0.719
2019-12-14,19,NA,0.582
2019-12-14,20,NA,0.715
2019-12-14,21,NA,0.805
2019-12-14,22,NA,0.702
2019-12-14,23,NA,0.637
2019-12-15,0,NA,0.613
2019-12-15,1,NA,0.533
2019-12-15,2,NA,0.521
2019-12-15,3,NA,0.379
2019-12-15,4,NA,0.42
2019-12-15,5,NA,0.747
2019-12-15,6,NA,0.685
2019-12-15,7,NA,1.012
2019-12-15,8,NA,0.889
2019-12-15,9,NA,1.054
2019-12-15,10,NA,0.918
2019-12-15,11,NA,1.305
2019-12-15,12,NA,2.667
2019-12-15,13,NA,3.209
2019-12-15,14,NA,0.92
2019-12-15,15,NA,2.008
2019-12-15,16,NA,1.582
2019-12-15,17,NA,1.657
2019-12-15,18,NA,2.618
2019-12-15,19,NA,4.537
2019-12-15,20,NA,1.292
2019-12-15,21,NA,0.735
2019-12-15,22,NA,0.707
2019-12-15,23,NA,0.585
2019-12-16,0,NA,0.555
2019-12-16,1,NA,0.558
2019-12-16,2,NA,0.536
2019-12-16,3,NA,0.578
2019-12-16,4,NA,0.564
2019-12-16,5,NA,0.783
2019-12-16,6,NA,0.923
2019-12-16,7,NA,1.241
2019-12-16,8,NA,1.039
2019-12-16,9,NA,1.011
2019-12-16,10,NA,0.847
2019-12-16,11,NA,2.47
2019-12-16,12,NA,1.12
2019-12-16,13,NA,3.545
2019-12-16,14,NA,1.157
2019-12-16,15,NA,2.804
2019-12-16,16,NA,1.152
2019-12-16,17,NA,1.686
2019-12-16,18,NA,3.462
2019-12-16,19,NA,2.959
2019-12-16,20,NA,2.855
2019-12-16,21,NA,1.089
2019-12-16,22,NA,1.551
2019-12-16,23,NA,1.356
2019-12-17,0,NA,1.251
2019-12-17,1,NA,1.033
2019-12-17,2,NA,1.016
2019-12-17,3,NA,1.197
2019-12-17,4,NA,1.021
2019-12-17,5,NA,1.001
2019-12-17,6,NA,1.17
2019-12-17,7,NA,1.085
2019-12-17,8,NA,1.011
2019-12-17,9,NA,0.917
2019-12-17,10,NA,0.904
2019-12-17,11,NA,0.897
2019-12-17,12,NA,0.874
2019-12-17,13,NA,0.801
2019-12-17,14,NA,0.811
2019-12-17,15,NA,0.901
2019-12-17,16,NA,1.162
2019-12-17,17,NA,1.496
2019-12-17,18,NA,3.701
2019-12-17,19,NA,1.315
2019-12-17,20,NA,1.146
