date,kWh
2023-09-29T06:00:00Z,0.004
2023-09-29T07:00:00Z,0.21
2023-09-29T08:00:00Z,0.43
2023-09-29T09:00:00Z,0.74
2023-09-29T10:00:00Z,1.34
2023-09-29T11:00:00Z,3.96
2023-09-29T12:00:00Z,4.55
2023-09-29T13:00:00Z,4.84
2023-09-29T14:00:00Z,5.78
2023-09-29T15:00:00Z,5.2
2023-09-29T16:00:00Z,1.43
2023-09-29T17:00:00Z,0.91
2023-09-29T18:00:00Z,0.11
2023-09-30T06:00:00Z,0
2023-09-30T07:00:00Z,0.13
2023-09-30T08:00:00Z,1.07
2023-09-30T09:00:00Z,1.48
2023-09-30T10:00:00Z,3.35
2023-09-30T11:00:00Z,5.39
2023-09-30T12:00:00Z,6.89
2023-09-30T13:00:00Z,7.01
2023-09-30T14:00:00Z,8.24
2023-09-30T15:00:00Z,4.56
2023-09-30T16:00:00Z,1.52
2023-09-30T17:00:00Z,0.53
2023-09-30T18:00:00Z,0.11
2023-10-01T06:00:00Z,0.002
2023-10-01T07:00:00Z,0.16
2023-10-01T08:00:00Z,0.55
2023-10-01T09:00:00Z,2.07
2023-10-01T10:00:00Z,4.12
2023-10-01T11:00:00Z,8.75
2023-10-01T12:00:00Z,9.48
2023-10-01T13:00:00Z,9.26
2023-10-01T14:00:00Z,8.27
2023-10-01T15:00:00Z,5.54
2023-10-01T16:00:00Z,1.32
2023-10-01T17:00:00Z,0.52
2023-10-01T18:00:00Z,0.05
2023-10-02T06:00:00Z,0
2023-10-02T07:00:00Z,0.16
2023-10-02T08:00:00Z,2.25
2023-10-02T09:00:00Z,2.88
2023-10-02T10:00:00Z,2.39
2023-10-02T11:00:00Z,2.09
2023-10-02T12:00:00Z,3.71
2023-10-02T13:00:00Z,3.78
2023-10-02T14:00:00Z,2.85
2023-10-02T15:00:00Z,2.77
2023-10-02T16:00:00Z,0.92
2023-10-02T17:00:00Z,0.32
2023-10-02T18:00:00Z,0.02
2023-10-03T06:00:00Z,0
2023-10-03T07:00:00Z,0.21
2023-10-03T08:00:00Z,1.31
2023-10-03T09:00:00Z,4.16
2023-10-03T10:00:00Z,5.25
2023-10-03T11:00:00Z,8.58
2023-10-03T12:00:00Z,9.09
2023-10-03T13:00:00Z,8.37
2023-10-03T14:00:00Z,7.96
2023-10-03T15:00:00Z,5.27
2023-10-03T16:00:00Z,1.78
2023-10-03T17:00:00Z,0.63
2023-10-03T18:00:00Z,0.08
2023-10-04T06:00:00Z,0
2023-10-04T07:00:00Z,0.45
2023-10-04T08:00:00Z,1.45
2023-10-04T09:00:00Z,2.34
2023-10-04T10:00:00Z,5.06
2023-10-04T11:00:00Z,6.4
2023-10-04T12:00:00Z,5.16
2023-10-04T13:00:00Z,5.51
2023-10-04T14:00:00Z,3.52
2023-10-04T15:00:00Z,1.25
2023-10-04T16:00:00Z,0.99
2023-10-04T17:00:00Z,0.73
2023-10-04T18:00:00Z,0.06
2023-10-05T06:00:00Z,0
2023-10-05T07:00:00Z,0.15
2023-10-05T08:00:00Z,0.93
2023-10-05T09:00:00Z,1.9
2023-10-05T10:00:00Z,1.88
2023-10-05T11:00:00Z,5.98
2023-10-05T12:00:00Z,3.18
2023-10-05T13:00:00Z,2.78
2023-10-05T14:00:00Z,2.1
2023-10-05T15:00:00Z,1.51
2023-10-05T16:00:00Z,1.46
2023-10-05T17:00:00Z,0.57
2023-10-05T18:00:00Z,0.06
