date,kWh
2022-12-30T07:00:00Z,0
2022-12-30T08:00:00Z,0
2022-12-30T09:00:00Z,0.01
2022-12-30T10:00:00Z,0.09
2022-12-30T11:00:00Z,0.19
2022-12-30T12:00:00Z,0.19
2022-12-30T13:00:00Z,0.2
2022-12-30T14:00:00Z,0.13
2022-12-30T15:00:00Z,0.13
2022-12-30T16:00:00Z,0.006
2022-12-31T07:00:00Z,0.0002
2022-12-31T08:00:00Z,0.04
2022-12-31T09:00:00Z,0
2022-12-31T10:00:00Z,0.57
2022-12-31T11:00:00Z,0.79
2022-12-31T12:00:00Z,1.48
2022-12-31T13:00:00Z,0.94
2022-12-31T14:00:00Z,0.22
2022-12-31T15:00:00Z,0.11
2022-12-31T16:00:00Z,0.0006
2023-01-01T07:00:00Z,0.0007
2023-01-01T08:00:00Z,0.09
2023-01-01T09:00:00Z,0.49
2023-01-01T10:00:00Z,1.46
2023-01-01T11:00:00Z,2.84
2023-01-01T12:00:00Z,2.31
2023-01-01T13:00:00Z,3.36
2023-01-01T14:00:00Z,2.04
2023-01-01T15:00:00Z,0.26
2023-01-01T16:00:00Z,0.001
2023-01-02T07:00:00Z,0.002
2023-01-02T08:00:00Z,0.12
2023-01-02T09:00:00Z,0.59
2023-01-02T10:00:00Z,1.39
2023-01-02T11:00:00Z,2.7
2023-01-02T12:00:00Z,1.13
2023-01-02T13:00:00Z,0.88
2023-01-02T14:00:00Z,0.5
2023-01-02T15:00:00Z,0.21
2023-01-02T16:00:00Z,0.001
2023-01-03T07:00:00Z,0.002
2023-01-03T08:00:00Z,0.56
2023-01-03T09:00:00Z,1.35
2023-01-03T10:00:00Z,1.03
2023-01-03T11:00:00Z,1.04
2023-01-03T12:00:00Z,1
2023-01-03T13:00:00Z,0.59
2023-01-03T14:00:00Z,0.35
2023-01-03T15:00:00Z,0.07
2023-01-03T16:00:00Z,0.0001
2023-01-04T07:00:00Z,0.0001
2023-01-04T08:00:00Z,0.14
2023-01-04T09:00:00Z,0.69
2023-01-04T10:00:00Z,1.22
2023-01-04T11:00:00Z,1.47
2023-01-04T12:00:00Z,1.07
2023-01-04T13:00:00Z,0.68
2023-01-04T14:00:00Z,0.29
2023-01-04T15:00:00Z,0.12
2023-01-04T16:00:00Z,0.0009
2023-01-05T07:00:00Z,0
2023-01-05T08:00:00Z,0.02
2023-01-05T09:00:00Z,0.85
2023-01-05T10:00:00Z,1.53
2023-01-05T11:00:00Z,1.94
2023-01-05T12:00:00Z,1.9
2023-01-05T13:00:00Z,0.77
2023-01-05T14:00:00Z,0.98
2023-01-05T15:00:00Z,0.29
2023-01-05T16:00:00Z,0.005
