date,kWh
2024-01-26T07:00:00Z,0.005
2024-01-26T08:00:00Z,0.45
2024-01-26T09:00:00Z,1.44
2024-01-26T10:00:00Z,1.85
2024-01-26T11:00:00Z,1.48
2024-01-26T12:00:00Z,2.15
2024-01-26T13:00:00Z,2.25
2024-01-26T14:00:00Z,1.94
2024-01-26T15:00:00Z,0.42
2024-01-26T16:00:00Z,0.09
2024-01-27T07:00:00Z,0.006
2024-01-27T08:00:00Z,0.36
2024-01-27T09:00:00Z,0.75
2024-01-27T10:00:00Z,0.81
2024-01-27T11:00:00Z,0.66
2024-01-27T12:00:00Z,1.02
2024-01-27T13:00:00Z,0.96
2024-01-27T14:00:00Z,0.63
2024-01-27T15:00:00Z,0.2
2024-01-27T16:00:00Z,0.05
2024-01-28T07:00:00Z,0.002
2024-01-28T08:00:00Z,0.03
2024-01-28T09:00:00Z,0.53
2024-01-28T10:00:00Z,1.12
2024-01-28T11:00:00Z,1.5
2024-01-28T12:00:00Z,1.36
2024-01-28T13:00:00Z,1.36
2024-01-28T14:00:00Z,1.69
2024-01-28T15:00:00Z,0.48
2024-01-28T16:00:00Z,0.04
2024-01-29T07:00:00Z,0.006
2024-01-29T08:00:00Z,0.23
2024-01-29T09:00:00Z,0.95
2024-01-29T10:00:00Z,1.99
2024-01-29T11:00:00Z,2.48
2024-01-29T12:00:00Z,2.81
2024-01-29T13:00:00Z,2.76
2024-01-29T14:00:00Z,1.65
2024-01-29T15:00:00Z,0.88
2024-01-29T16:00:00Z,0.15
2024-01-30T07:00:00Z,0.008
2024-01-30T08:00:00Z,0.47
2024-01-30T09:00:00Z,0.72
2024-01-30T10:00:00Z,1.29
2024-01-30T11:00:00Z,1.92
2024-01-30T12:00:00Z,0.81
2024-01-30T13:00:00Z,0.63
2024-01-30T14:00:00Z,0.36
2024-01-30T15:00:00Z,0.22
2024-01-30T16:00:00Z,0.06
2024-01-31T07:00:00Z,0.0002
2024-01-31T08:00:00Z,0.02
2024-01-31T09:00:00Z,0.23
2024-01-31T10:00:00Z,0.52
2024-01-31T11:00:00Z,0.82
2024-01-31T12:00:00Z,0.67
2024-01-31T13:00:00Z,0.82
2024-01-31T14:00:00Z,0.43
2024-01-31T15:00:00Z,0.23
2024-01-31T16:00:00Z,0.05
2024-02-01T07:00:00Z,0.007
2024-02-01T08:00:00Z,0.5
2024-02-01T09:00:00Z,0.76
2024-02-01T10:00:00Z,0.51
2024-02-01T11:00:00Z,0.67
2024-02-01T12:00:00Z,1.13
2024-02-01T13:00:00Z,0.97
2024-02-01T14:00:00Z,0.86
2024-02-01T15:00:00Z,0.56
2024-02-01T16:00:00Z,0.08
