date,kWh
2023-12-01T07:00:00Z,0.002
2023-12-01T08:00:00Z,0.03
2023-12-01T09:00:00Z,0.62
2023-12-01T10:00:00Z,1.05
2023-12-01T11:00:00Z,0.88
2023-12-01T12:00:00Z,1.51
2023-12-01T13:00:00Z,2.04
2023-12-01T14:00:00Z,0.88
2023-12-01T15:00:00Z,0.16
2023-12-01T16:00:00Z,0.001
2023-12-02T07:00:00Z,0
2023-12-02T08:00:00Z,0.009
2023-12-02T09:00:00Z,0.2
2023-12-02T10:00:00Z,0.48
2023-12-02T11:00:00Z,1.62
2023-12-02T12:00:00Z,2.92
2023-12-02T13:00:00Z,0.96
2023-12-02T14:00:00Z,2.69
2023-12-02T15:00:00Z,0.41
2023-12-02T16:00:00Z,0.003
2023-12-03T07:00:00Z,0
2023-12-03T08:00:00Z,0.02
2023-12-03T09:00:00Z,0.02
2023-12-03T10:00:00Z,0.29
2023-12-03T11:00:00Z,1.34
2023-12-03T12:00:00Z,1.07
2023-12-03T13:00:00Z,0.56
2023-12-03T14:00:00Z,0.42
2023-12-03T15:00:00Z,0.42
2023-12-03T16:00:00Z,0.002
2023-12-04T07:00:00Z,0.003
2023-12-04T08:00:00Z,0.08
2023-12-04T09:00:00Z,0.46
2023-12-04T10:00:00Z,0.7
2023-12-04T11:00:00Z,0.57
2023-12-04T12:00:00Z,0.54
2023-12-04T13:00:00Z,0.49
2023-12-04T14:00:00Z,0.29
2023-12-04T15:00:00Z,0.03
2023-12-04T16:00:00Z,0
2023-12-05T07:00:00Z,0
2023-12-05T08:00:00Z,0.06
2023-12-05T09:00:00Z,0.13
2023-12-05T10:00:00Z,0.2
2023-12-05T11:00:00Z,0.57
2023-12-05T12:00:00Z,0.78
2023-12-05T13:00:00Z,1.02
2023-12-05T14:00:00Z,0.58
2023-12-05T15:00:00Z,0.15
2023-12-05T16:00:00Z,0
2023-12-06T07:00:00Z,0
2023-12-06T08:00:00Z,0.02
2023-12-06T09:00:00Z,0.1
2023-12-06T10:00:00Z,0.3
2023-12-06T11:00:00Z,0.46
2023-12-06T12:00:00Z,0.34
2023-12-06T13:00:00Z,0.48
2023-12-06T14:00:00Z,0.19
2023-12-06T15:00:00Z,0.05
2023-12-06T16:00:00Z,0
2023-12-07T07:00:00Z,0.006
2023-12-07T08:00:00Z,0.36
2023-12-07T09:00:00Z,2.34
2023-12-07T10:00:00Z,2.97
2023-12-07T11:00:00Z,1.58
2023-12-07T12:00:00Z,1.51
2023-12-07T13:00:00Z,0.72
2023-12-07T14:00:00Z,0.4
2023-12-07T15:00:00Z,0.05
2023-12-07T16:00:00Z,0
