date,kWh
2022-07-29T05:00:00Z,0.02
2022-07-29T06:00:00Z,0.41
2022-07-29T07:00:00Z,1.63
2022-07-29T08:00:00Z,3.85
2022-07-29T09:00:00Z,6.03
2022-07-29T10:00:00Z,7.75
2022-07-29T11:00:00Z,9.2
2022-07-29T12:00:00Z,8.77
2022-07-29T13:00:00Z,9.5
2022-07-29T14:00:00Z,8.75
2022-07-29T15:00:00Z,7.67
2022-07-29T16:00:00Z,5.36
2022-07-29T17:00:00Z,2.69
2022-07-29T18:00:00Z,0.98
2022-07-29T19:00:00Z,0.37
2022-07-29T20:00:00Z,0.09
2022-07-30T05:00:00Z,0.01
2022-07-30T06:00:00Z,0.38
2022-07-30T07:00:00Z,1.62
2022-07-30T08:00:00Z,3.89
2022-07-30T09:00:00Z,6.1
2022-07-30T10:00:00Z,7.82
2022-07-30T11:00:00Z,9.07
2022-07-30T12:00:00Z,9.78
2022-07-30T13:00:00Z,9.84
2022-07-30T14:00:00Z,9.2
2022-07-30T15:00:00Z,7.79
2022-07-30T16:00:00Z,5.28
2022-07-30T17:00:00Z,2.65
2022-07-30T18:00:00Z,0.99
2022-07-30T19:00:00Z,0.39
2022-07-30T20:00:00Z,0.09
2022-07-31T05:00:00Z,0.01
2022-07-31T06:00:00Z,0.34
2022-07-31T07:00:00Z,1.68
2022-07-31T08:00:00Z,4.11
2022-07-31T09:00:00Z,6.33
2022-07-31T10:00:00Z,8.06
2022-07-31T11:00:00Z,9.35
2022-07-31T12:00:00Z,9.91
2022-07-31T13:00:00Z,9.83
2022-07-31T14:00:00Z,9.09
2022-07-31T15:00:00Z,7.92
2022-07-31T16:00:00Z,5.43
2022-07-31T17:00:00Z,2.76
2022-07-31T18:00:00Z,0.87
2022-07-31T19:00:00Z,0.28
2022-07-31T20:00:00Z,0.07
2022-08-01T05:00:00Z,0.01
2022-08-01T06:00:00Z,0.34
2022-08-01T07:00:00Z,1.77
2022-08-01T08:00:00Z,4.65
2022-08-01T09:00:00Z,6.71
2022-08-01T10:00:00Z,7.85
2022-08-01T11:00:00Z,9.64
2022-08-01T12:00:00Z,10.22
2022-08-01T13:00:00Z,9.31
2022-08-01T14:00:00Z,3.14
2022-08-01T15:00:00Z,3.01
2022-08-01T16:00:00Z,5.64
2022-08-01T17:00:00Z,3.02
2022-08-01T18:00:00Z,1.22
2022-08-01T19:00:00Z,0.39
2022-08-01T20:00:00Z,0.08
2022-08-02T05:00:00Z,0.01
2022-08-02T06:00:00Z,0.48
2022-08-02T07:00:00Z,1.58
2022-08-02T08:00:00Z,3.98
2022-08-02T09:00:00Z,6.24
2022-08-02T10:00:00Z,8.2
2022-08-02T11:00:00Z,9.52
2022-08-02T12:00:00Z,10.09
2022-08-02T13:00:00Z,9.63
2022-08-02T14:00:00Z,9.16
2022-08-02T15:00:00Z,6.28
2022-08-02T16:00:00Z,4.64
2022-08-02T17:00:00Z,2.65
2022-08-02T18:00:00Z,0.74
2022-08-02T19:00:00Z,0.34
2022-08-02T20:00:00Z,0.07
2022-08-03T05:00:00Z,0.008
2022-08-03T06:00:00Z,0.41
2022-08-03T07:00:00Z,1.31
2022-08-03T08:00:00Z,2.46
2022-08-03T09:00:00Z,6.71
2022-08-03T10:00:00Z,5.47
2022-08-03T11:00:00Z,5.83
2022-08-03T12:00:00Z,5.51
2022-08-03T13:00:00Z,7.62
2022-08-03T14:00:00Z,6.19
2022-08-03T15:00:00Z,7.22
2022-08-03T16:00:00Z,4.32
2022-08-03T17:00:00Z,2.1
2022-08-03T18:00:00Z,0.89
2022-08-03T19:00:00Z,0.35
2022-08-03T20:00:00Z,0.07
2022-08-04T05:00:00Z,0.007
2022-08-04T06:00:00Z,0.52
2022-08-04T07:00:00Z,1.07
2022-08-04T08:00:00Z,4.43
2022-08-04T09:00:00Z,6.09
2022-08-04T10:00:00Z,5.54
2022-08-04T11:00:00Z,9.39
2022-08-04T12:00:00Z,6.06
2022-08-04T13:00:00Z,4.57
2022-08-04T14:00:00Z,6.32
2022-08-04T15:00:00Z,5.1
2022-08-04T16:00:00Z,4.61
2022-08-04T17:00:00Z,2.53
2022-08-04T18:00:00Z,1.04
2022-08-04T19:00:00Z,0.47
2022-08-04T20:00:00Z,0.04
