date,day,hour,kWh
2023-02-24T08:00:00Z,2023-02-24,8,3.14
2023-02-24T09:00:00Z,2023-02-24,9,7.75
2023-02-24T10:00:00Z,2023-02-24,10,7.71
2023-02-24T11:00:00Z,2023-02-24,11,9.72
2023-02-24T12:00:00Z,2023-02-24,12,9.44
2023-02-24T13:00:00Z,2023-02-24,13,8.51
2023-02-24T14:00:00Z,2023-02-24,14,5.88
2023-02-24T15:00:00Z,2023-02-24,15,2.55
2023-02-24T16:00:00Z,2023-02-24,16,0.84
2023-02-24T17:00:00Z,2023-02-24,17,0.07
2023-02-25T06:00:00Z,2023-02-25,6,0.002
2023-02-25T07:00:00Z,2023-02-25,7,0.18
2023-02-25T08:00:00Z,2023-02-25,8,0.84
2023-02-25T09:00:00Z,2023-02-25,9,1.13
2023-02-25T10:00:00Z,2023-02-25,10,0.95
2023-02-25T11:00:00Z,2023-02-25,11,0.4
2023-02-25T12:00:00Z,2023-02-25,12,0.34
2023-02-25T13:00:00Z,2023-02-25,13,0.35
2023-02-25T14:00:00Z,2023-02-25,14,0.37
2023-02-25T15:00:00Z,2023-02-25,15,0.4
2023-02-25T16:00:00Z,2023-02-25,16,0.44
2023-02-25T17:00:00Z,2023-02-25,17,0.04
2023-02-26T06:00:00Z,2023-02-26,6,0
2023-02-26T07:00:00Z,2023-02-26,7,0.02
2023-02-26T08:00:00Z,2023-02-26,8,0.2
2023-02-26T09:00:00Z,2023-02-26,9,2.28
2023-02-26T10:00:00Z,2023-02-26,10,8.22
2023-02-26T11:00:00Z,2023-02-26,11,4.81
2023-02-26T12:00:00Z,2023-02-26,12,4.07
2023-02-26T13:00:00Z,2023-02-26,13,8.88
2023-02-26T14:00:00Z,2023-02-26,14,6.92
2023-02-26T15:00:00Z,2023-02-26,15,2.91
2023-02-26T16:00:00Z,2023-02-26,16,0.42
2023-02-26T17:00:00Z,2023-02-26,17,0.11
2023-02-27T06:00:00Z,2023-02-27,6,0.007
2023-02-27T07:00:00Z,2023-02-27,7,0.96
2023-02-27T08:00:00Z,2023-02-27,8,2.33
2023-02-27T09:00:00Z,2023-02-27,9,4.54
2023-02-27T10:00:00Z,2023-02-27,10,6.27
2023-02-27T11:00:00Z,2023-02-27,11,6.2
2023-02-27T12:00:00Z,2023-02-27,12,3.67
2023-02-27T13:00:00Z,2023-02-27,13,3.03
2023-02-27T14:00:00Z,2023-02-27,14,2.34
2023-02-27T15:00:00Z,2023-02-27,15,0.79
2023-02-27T16:00:00Z,2023-02-27,16,0.47
2023-02-27T17:00:00Z,2023-02-27,17,0.06
2023-02-28T06:00:00Z,2023-02-28,6,0.002
2023-02-28T07:00:00Z,2023-02-28,7,0.04
2023-02-28T08:00:00Z,2023-02-28,8,0.28
2023-02-28T09:00:00Z,2023-02-28,9,1.58
2023-02-28T10:00:00Z,2023-02-28,10,1.57
2023-02-28T11:00:00Z,2023-02-28,11,1.92
2023-02-28T12:00:00Z,2023-02-28,12,2.16
2023-02-28T13:00:00Z,2023-02-28,13,1.37
2023-02-28T14:00:00Z,2023-02-28,14,0.72
2023-02-28T15:00:00Z,2023-02-28,15,0.58
2023-02-28T16:00:00Z,2023-02-28,16,0.21
2023-02-28T17:00:00Z,2023-02-28,17,0.03
2023-03-01T06:00:00Z,2023-03-01,6,4e-4
2023-03-01T07:00:00Z,2023-03-01,7,0.06
2023-03-01T08:00:00Z,2023-03-01,8,0.36
2023-03-01T09:00:00Z,2023-03-01,9,1.13
2023-03-01T10:00:00Z,2023-03-01,10,2.96
2023-03-01T11:00:00Z,2023-03-01,11,5.57
2023-03-01T12:00:00Z,2023-03-01,12,4.23
2023-03-01T13:00:00Z,2023-03-01,13,2.51
2023-03-01T14:00:00Z,2023-03-01,14,1.9
2023-03-01T15:00:00Z,2023-03-01,15,0.96
2023-03-01T16:00:00Z,2023-03-01,16,0.36
2023-03-01T17:00:00Z,2023-03-01,17,0.03
2023-03-02T06:00:00Z,2023-03-02,6,0.007
2023-03-02T07:00:00Z,2023-03-02,7,0.38
2023-03-02T08:00:00Z,2023-03-02,8,1.22
2023-03-02T09:00:00Z,2023-03-02,9,3.54
2023-03-02T10:00:00Z,2023-03-02,10,3.95
2023-03-02T11:00:00Z,2023-03-02,11,9.49
2023-03-02T12:00:00Z,2023-03-02,12,6.71
2023-03-02T13:00:00Z,2023-03-02,13,2.82
2023-03-02T14:00:00Z,2023-03-02,14,4.28
2023-03-02T15:00:00Z,2023-03-02,15,3.83
2023-03-02T16:00:00Z,2023-03-02,16,0.53
2023-03-02T17:00:00Z,2023-03-02,17,0.11
2023-03-03T06:00:00Z,2023-03-03,6,0.007
2023-03-03T07:00:00Z,2023-03-03,7,0.42
2023-03-03T08:00:00Z,2023-03-03,8,1.51
2023-03-03T09:00:00Z,2023-03-03,9,2.73
2023-03-03T10:00:00Z,2023-03-03,10,6.17
2023-03-03T11:00:00Z,2023-03-03,11,9.51
2023-03-03T12:00:00Z,2023-03-03,12,8.98
2023-03-03T13:00:00Z,2023-03-03,13,7.05
2023-03-03T14:00:00Z,2023-03-03,14,6.81
2023-03-03T15:00:00Z,2023-03-03,15,2.69
2023-03-03T16:00:00Z,2023-03-03,16,0.83
2023-03-03T17:00:00Z,2023-03-03,17,0.11
2023-03-04T06:00:00Z,2023-03-04,6,0.02
2023-03-04T07:00:00Z,2023-03-04,7,0.57
2023-03-04T08:00:00Z,2023-03-04,8,0.97
2023-03-04T09:00:00Z,2023-03-04,9,2.14
2023-03-04T10:00:00Z,2023-03-04,10,5.44
2023-03-04T11:00:00Z,2023-03-04,11,5.69
2023-03-04T12:00:00Z,2023-03-04,12,6.71
2023-03-04T13:00:00Z,2023-03-04,13,3.98
2023-03-04T14:00:00Z,2023-03-04,14,2.9
2023-03-04T15:00:00Z,2023-03-04,15,1.37
2023-03-04T16:00:00Z,2023-03-04,16,0.6
2023-03-04T17:00:00Z,2023-03-04,17,0.11
2023-03-05T06:00:00Z,2023-03-05,6,0.007
2023-03-05T07:00:00Z,2023-03-05,7,0.51
2023-03-05T08:00:00Z,2023-03-05,8,1.75
2023-03-05T09:00:00Z,2023-03-05,9,3.85
2023-03-05T10:00:00Z,2023-03-05,10,5.26
2023-03-05T11:00:00Z,2023-03-05,11,3.32
2023-03-05T12:00:00Z,2023-03-05,12,2.62
2023-03-05T13:00:00Z,2023-03-05,13,3.73
2023-03-05T14:00:00Z,2023-03-05,14,2.02
2023-03-05T15:00:00Z,2023-03-05,15,1.22
2023-03-05T16:00:00Z,2023-03-05,16,0.94
2023-03-05T17:00:00Z,2023-03-05,17,0.43
2023-03-06T06:00:00Z,2023-03-06,6,0.09
2023-03-06T07:00:00Z,2023-03-06,7,1.71
2023-03-06T08:00:00Z,2023-03-06,8,3.71
2023-03-06T09:00:00Z,2023-03-06,9,6.67
2023-03-06T10:00:00Z,2023-03-06,10,7.5
2023-03-06T11:00:00Z,2023-03-06,11,7.72
2023-03-06T12:00:00Z,2023-03-06,12,9.62
2023-03-06T13:00:00Z,2023-03-06,13,7.73
2023-03-06T14:00:00Z,2023-03-06,14,6.33
2023-03-06T15:00:00Z,2023-03-06,15,2.41
2023-03-06T16:00:00Z,2023-03-06,16,0.85
2023-03-06T17:00:00Z,2023-03-06,17,0.26
2023-03-07T06:00:00Z,2023-03-07,6,0.04
2023-03-07T07:00:00Z,2023-03-07,7,1.58
2023-03-07T08:00:00Z,2023-03-07,8,3.94
2023-03-07T09:00:00Z,2023-03-07,9,6.84
2023-03-07T10:00:00Z,2023-03-07,10,8.58
2023-03-07T11:00:00Z,2023-03-07,11,5.89
2023-03-07T12:00:00Z,2023-03-07,12,9.11
2023-03-07T13:00:00Z,2023-03-07,13,9.09
2023-03-07T14:00:00Z,2023-03-07,14,7.15
2023-03-07T15:00:00Z,2023-03-07,15,3.02
2023-03-07T16:00:00Z,2023-03-07,16,0.74
2023-03-07T17:00:00Z,2023-03-07,17,0.27
2023-03-08T06:00:00Z,2023-03-08,6,0.07
2023-03-08T07:00:00Z,2023-03-08,7,1.75
2023-03-08T08:00:00Z,2023-03-08,8,4.54
2023-03-08T09:00:00Z,2023-03-08,9,6.94
2023-03-08T10:00:00Z,2023-03-08,10,8.8
2023-03-08T11:00:00Z,2023-03-08,11,8.73
2023-03-08T12:00:00Z,2023-03-08,12,3.9
2023-03-08T13:00:00Z,2023-03-08,13,3.06
2023-03-08T14:00:00Z,2023-03-08,14,4.46
2023-03-08T15:00:00Z,2023-03-08,15,2.93
2023-03-08T16:00:00Z,2023-03-08,16,0.6
2023-03-08T17:00:00Z,2023-03-08,17,0.23
2023-03-09T06:00:00Z,2023-03-09,6,0.06
2023-03-09T07:00:00Z,2023-03-09,7,1.28
2023-03-09T08:00:00Z,2023-03-09,8,2.26
2023-03-09T09:00:00Z,2023-03-09,9,2.92
2023-03-09T10:00:00Z,2023-03-09,10,4.31
2023-03-09T11:00:00Z,2023-03-09,11,3.72
2023-03-09T12:00:00Z,2023-03-09,12,4.36
2023-03-09T13:00:00Z,2023-03-09,13,2.04
2023-03-09T14:00:00Z,2023-03-09,14,1.54
2023-03-09T15:00:00Z,2023-03-09,15,1.66
2023-03-09T16:00:00Z,2023-03-09,16,0.49
2023-03-09T17:00:00Z,2023-03-09,17,0.1
2023-03-10T06:00:00Z,2023-03-10,6,0.007
2023-03-10T07:00:00Z,2023-03-10,7,0.23
2023-03-10T08:00:00Z,2023-03-10,8,0.66
2023-03-10T09:00:00Z,2023-03-10,9,1.11
2023-03-10T10:00:00Z,2023-03-10,10,1.68
2023-03-10T11:00:00Z,2023-03-10,11,4.32
2023-03-10T12:00:00Z,2023-03-10,12,3.81
2023-03-10T13:00:00Z,2023-03-10,13,7.53
2023-03-10T14:00:00Z,2023-03-10,14,5.9
2023-03-10T15:00:00Z,2023-03-10,15,2.62
2023-03-10T16:00:00Z,2023-03-10,16,1.31
2023-03-10T17:00:00Z,2023-03-10,17,0.23
2023-03-10T18:00:00Z,2023-03-10,18,4e-4
2023-03-10T19:00:00Z,2023-03-10,19,0
2023-03-11T06:00:00Z,2023-03-11,6,0.02
2023-03-11T07:00:00Z,2023-03-11,7,0.47
2023-03-11T08:00:00Z,2023-03-11,8,1.83
2023-03-11T09:00:00Z,2023-03-11,9,2.74
2023-03-11T10:00:00Z,2023-03-11,10,4.97
2023-03-11T11:00:00Z,2023-03-11,11,5.91
2023-03-11T12:00:00Z,2023-03-11,12,7.89
2023-03-11T13:00:00Z,2023-03-11,13,4.03
2023-03-11T14:00:00Z,2023-03-11,14,2.46
2023-03-11T15:00:00Z,2023-03-11,15,1.89
2023-03-11T16:00:00Z,2023-03-11,16,0.69
2023-03-11T17:00:00Z,2023-03-11,17,0.19
2023-03-11T18:00:00Z,2023-03-11,18,0.001
2023-03-11T19:00:00Z,2023-03-11,19,0
2023-03-12T06:00:00Z,2023-03-12,6,0
2023-03-12T07:00:00Z,2023-03-12,7,0.04
2023-03-12T08:00:00Z,2023-03-12,8,0.61
2023-03-12T09:00:00Z,2023-03-12,9,2.12
2023-03-12T10:00:00Z,2023-03-12,10,3.13
2023-03-12T11:00:00Z,2023-03-12,11,3.58
2023-03-12T12:00:00Z,2023-03-12,12,4.27
2023-03-12T13:00:00Z,2023-03-12,13,3.29
2023-03-12T14:00:00Z,2023-03-12,14,2.69
2023-03-12T15:00:00Z,2023-03-12,15,1.31
2023-03-12T16:00:00Z,2023-03-12,16,0.69
2023-03-12T17:00:00Z,2023-03-12,17,0.45
2023-03-12T18:00:00Z,2023-03-12,18,0.04
2023-03-12T19:00:00Z,2023-03-12,19,0
2023-03-13T06:00:00Z,2023-03-13,6,0
2023-03-13T07:00:00Z,2023-03-13,7,0.02
2023-03-13T08:00:00Z,2023-03-13,8,0.38
2023-03-13T09:00:00Z,2023-03-13,9,0.34
2023-03-13T10:00:00Z,2023-03-13,10,0.45
2023-03-13T11:00:00Z,2023-03-13,11,0.67
2023-03-13T12:00:00Z,2023-03-13,12,0.63
2023-03-13T13:00:00Z,2023-03-13,13,0.49
2023-03-13T14:00:00Z,2023-03-13,14,1.54
2023-03-13T15:00:00Z,2023-03-13,15,0.57
2023-03-13T16:00:00Z,2023-03-13,16,0.8
2023-03-13T17:00:00Z,2023-03-13,17,0.58
2023-03-13T18:00:00Z,2023-03-13,18,0.52
2023-03-13T19:00:00Z,2023-03-13,19,0.01
2023-03-14T06:00:00Z,2023-03-14,6,0
2023-03-14T07:00:00Z,2023-03-14,7,0.2
2023-03-14T08:00:00Z,2023-03-14,8,1.87
2023-03-14T09:00:00Z,2023-03-14,9,2.46
2023-03-14T10:00:00Z,2023-03-14,10,3.03
2023-03-14T11:00:00Z,2023-03-14,11,3.17
2023-03-14T12:00:00Z,2023-03-14,12,3.76
2023-03-14T13:00:00Z,2023-03-14,13,3.84
2023-03-14T14:00:00Z,2023-03-14,14,5.07
2023-03-14T15:00:00Z,2023-03-14,15,4.58
2023-03-14T16:00:00Z,2023-03-14,16,2.36
2023-03-14T17:00:00Z,2023-03-14,17,1.15
2023-03-14T18:00:00Z,2023-03-14,18,0.36
2023-03-14T19:00:00Z,2023-03-14,19,0.004
2023-03-15T06:00:00Z,2023-03-15,6,0
2023-03-15T07:00:00Z,2023-03-15,7,0.08
2023-03-15T08:00:00Z,2023-03-15,8,0.69
2023-03-15T09:00:00Z,2023-03-15,9,2.95
2023-03-15T10:00:00Z,2023-03-15,10,4.78
2023-03-15T11:00:00Z,2023-03-15,11,7.87
2023-03-15T12:00:00Z,2023-03-15,12,3.34
2023-03-15T13:00:00Z,2023-03-15,13,7.75
2023-03-15T14:00:00Z,2023-03-15,14,4
2023-03-15T15:00:00Z,2023-03-15,15,3.78
2023-03-15T16:00:00Z,2023-03-15,16,1.76
2023-03-15T17:00:00Z,2023-03-15,17,0.75
2023-03-15T18:00:00Z,2023-03-15,18,0.29
2023-03-15T19:00:00Z,2023-03-15,19,0.002
2023-03-16T06:00:00Z,2023-03-16,6,0
2023-03-16T07:00:00Z,2023-03-16,7,0.24
2023-03-16T08:00:00Z,2023-03-16,8,2.06
2023-03-16T09:00:00Z,2023-03-16,9,4.79
2023-03-16T10:00:00Z,2023-03-16,10,7.05
2023-03-16T11:00:00Z,2023-03-16,11,7.86
2023-03-16T12:00:00Z,2023-03-16,12,8.86
2023-03-16T13:00:00Z,2023-03-16,13,9.15
2023-03-16T14:00:00Z,2023-03-16,14,8.99
2023-03-16T15:00:00Z,2023-03-16,15,6.89
2023-03-16T16:00:00Z,2023-03-16,16,3.12
2023-03-16T17:00:00Z,2023-03-16,17,1.31
2023-03-16T18:00:00Z,2023-03-16,18,0.38
2023-03-16T19:00:00Z,2023-03-16,19,0.004
2023-03-17T06:00:00Z,2023-03-17,6,0
2023-03-17T07:00:00Z,2023-03-17,7,0.27
2023-03-17T08:00:00Z,2023-03-17,8,1.93
2023-03-17T09:00:00Z,2023-03-17,9,4.73
2023-03-17T10:00:00Z,2023-03-17,10,7.1
2023-03-17T11:00:00Z,2023-03-17,11,8.83
2023-03-17T12:00:00Z,2023-03-17,12,9.75
2023-03-17T13:00:00Z,2023-03-17,13,9.82
2023-03-17T14:00:00Z,2023-03-17,14,9.04
2023-03-17T15:00:00Z,2023-03-17,15,6.08
2023-03-17T16:00:00Z,2023-03-17,16,2.87
2023-03-17T17:00:00Z,2023-03-17,17,1.41
2023-03-17T18:00:00Z,2023-03-17,18,0.4
2023-03-17T19:00:00Z,2023-03-17,19,0.002
2023-03-18T06:00:00Z,2023-03-18,6,0
2023-03-18T07:00:00Z,2023-03-18,7,0.13
2023-03-18T08:00:00Z,2023-03-18,8,1.23
2023-03-18T09:00:00Z,2023-03-18,9,4.83
2023-03-18T10:00:00Z,2023-03-18,10,6.19
2023-03-18T11:00:00Z,2023-03-18,11,7.78
2023-03-18T12:00:00Z,2023-03-18,12,9.71
2023-03-18T13:00:00Z,2023-03-18,13,8.73
2023-03-18T14:00:00Z,2023-03-18,14,8.75
2023-03-18T15:00:00Z,2023-03-18,15,6.5
2023-03-18T16:00:00Z,2023-03-18,16,2.87
2023-03-18T17:00:00Z,2023-03-18,17,1.25
2023-03-18T18:00:00Z,2023-03-18,18,0.38
2023-03-18T19:00:00Z,2023-03-18,19,0.006
2023-03-19T06:00:00Z,2023-03-19,6,2e-4
2023-03-19T07:00:00Z,2023-03-19,7,0.32
2023-03-19T08:00:00Z,2023-03-19,8,2.61
2023-03-19T09:00:00Z,2023-03-19,9,5.42
2023-03-19T10:00:00Z,2023-03-19,10,7.45
2023-03-19T11:00:00Z,2023-03-19,11,9.11
2023-03-19T12:00:00Z,2023-03-19,12,9.05
2023-03-19T13:00:00Z,2023-03-19,13,9.47
2023-03-19T14:00:00Z,2023-03-19,14,7.82
2023-03-19T15:00:00Z,2023-03-19,15,7.06
2023-03-19T16:00:00Z,2023-03-19,16,3.01
2023-03-19T17:00:00Z,2023-03-19,17,1.37
2023-03-19T18:00:00Z,2023-03-19,18,0.41
2023-03-19T19:00:00Z,2023-03-19,19,0.009
2023-03-20T06:00:00Z,2023-03-20,6,0
2023-03-20T07:00:00Z,2023-03-20,7,0.18
2023-03-20T08:00:00Z,2023-03-20,8,1.13
2023-03-20T09:00:00Z,2023-03-20,9,2.65
2023-03-20T10:00:00Z,2023-03-20,10,3.71
2023-03-20T11:00:00Z,2023-03-20,11,4.33
2023-03-20T12:00:00Z,2023-03-20,12,5.21
2023-03-20T13:00:00Z,2023-03-20,13,5.13
2023-03-20T14:00:00Z,2023-03-20,14,4.48
2023-03-20T15:00:00Z,2023-03-20,15,3.94
2023-03-20T16:00:00Z,2023-03-20,16,2.63
2023-03-20T17:00:00Z,2023-03-20,17,1.53
2023-03-20T18:00:00Z,2023-03-20,18,0.48
2023-03-20T19:00:00Z,2023-03-20,19,0.009
2023-03-21T06:00:00Z,2023-03-21,6,0.002
2023-03-21T07:00:00Z,2023-03-21,7,0.36
2023-03-21T08:00:00Z,2023-03-21,8,2.4
2023-03-21T09:00:00Z,2023-03-21,9,5.16
2023-03-21T10:00:00Z,2023-03-21,10,7.51
2023-03-21T11:00:00Z,2023-03-21,11,9.24
2023-03-21T12:00:00Z,2023-03-21,12,10.2
2023-03-21T13:00:00Z,2023-03-21,13,10.25
2023-03-21T14:00:00Z,2023-03-21,14,9.52
2023-03-21T15:00:00Z,2023-03-21,15,7.5
2023-03-21T16:00:00Z,2023-03-21,16,2.86
2023-03-21T17:00:00Z,2023-03-21,17,1.35
2023-03-21T18:00:00Z,2023-03-21,18,0.41
2023-03-21T19:00:00Z,2023-03-21,19,0.02
2023-03-22T06:00:00Z,2023-03-22,6,0.002
2023-03-22T07:00:00Z,2023-03-22,7,0.42
2023-03-22T08:00:00Z,2023-03-22,8,2.6
2023-03-22T09:00:00Z,2023-03-22,9,5.5
2023-03-22T10:00:00Z,2023-03-22,10,7.91
2023-03-22T11:00:00Z,2023-03-22,11,9.56
2023-03-22T12:00:00Z,2023-03-22,12,10.23
2023-03-22T13:00:00Z,2023-03-22,13,10.26
2023-03-22T14:00:00Z,2023-03-22,14,9.54
2023-03-22T15:00:00Z,2023-03-22,15,7.48
2023-03-22T16:00:00Z,2023-03-22,16,2.84
2023-03-22T17:00:00Z,2023-03-22,17,1.38
2023-03-22T18:00:00Z,2023-03-22,18,0.4
2023-03-22T19:00:00Z,2023-03-22,19,0.02
2023-03-23T06:00:00Z,2023-03-23,6,0.003
2023-03-23T07:00:00Z,2023-03-23,7,0.5
2023-03-23T08:00:00Z,2023-03-23,8,1.4
2023-03-23T09:00:00Z,2023-03-23,9,3.24
2023-03-23T10:00:00Z,2023-03-23,10,2.35
2023-03-23T11:00:00Z,2023-03-23,11,7.78
2023-03-23T12:00:00Z,2023-03-23,12,9.22
2023-03-23T13:00:00Z,2023-03-23,13,7.93
2023-03-23T14:00:00Z,2023-03-23,14,2.8
2023-03-23T15:00:00Z,2023-03-23,15,2.27
2023-03-23T16:00:00Z,2023-03-23,16,1.44
2023-03-23T17:00:00Z,2023-03-23,17,1.94
2023-03-23T18:00:00Z,2023-03-23,18,0.39
2023-03-23T19:00:00Z,2023-03-23,19,0.03
2023-03-24T06:00:00Z,2023-03-24,6,0
2023-03-24T07:00:00Z,2023-03-24,7,0.11
2023-03-24T08:00:00Z,2023-03-24,8,0.52
2023-03-24T09:00:00Z,2023-03-24,9,1.54
2023-03-24T10:00:00Z,2023-03-24,10,3.65
2023-03-24T11:00:00Z,2023-03-24,11,6.35
2023-03-24T12:00:00Z,2023-03-24,12,9.22
2023-03-24T13:00:00Z,2023-03-24,13,10.15
2023-03-24T14:00:00Z,2023-03-24,14,9.95
2023-03-24T15:00:00Z,2023-03-24,15,7.74
2023-03-24T16:00:00Z,2023-03-24,16,3.49
2023-03-24T17:00:00Z,2023-03-24,17,1.8
2023-03-24T18:00:00Z,2023-03-24,18,0.69
2023-03-24T19:00:00Z,2023-03-24,19,0.04
2023-03-25T06:00:00Z,2023-03-25,6,0.002
2023-03-25T07:00:00Z,2023-03-25,7,0.28
2023-03-25T08:00:00Z,2023-03-25,8,1.38
2023-03-25T09:00:00Z,2023-03-25,9,3.92
2023-03-25T10:00:00Z,2023-03-25,10,4.45
2023-03-25T11:00:00Z,2023-03-25,11,6.87
2023-03-25T12:00:00Z,2023-03-25,12,9.19
2023-03-25T13:00:00Z,2023-03-25,13,8.2
2023-03-25T14:00:00Z,2023-03-25,14,7.93
2023-03-25T15:00:00Z,2023-03-25,15,5.9
2023-03-25T16:00:00Z,2023-03-25,16,2.7
2023-03-25T17:00:00Z,2023-03-25,17,1.7
2023-03-25T18:00:00Z,2023-03-25,18,0.43
2023-03-25T19:00:00Z,2023-03-25,19,0.02
2023-03-26T06:00:00Z,2023-03-26,6,0.003
2023-03-26T07:00:00Z,2023-03-26,7,0.27
2023-03-26T08:00:00Z,2023-03-26,8,1.31
2023-03-26T09:00:00Z,2023-03-26,9,3.12
2023-03-26T10:00:00Z,2023-03-26,10,6.46
2023-03-26T11:00:00Z,2023-03-26,11,6.66
2023-03-26T12:00:00Z,2023-03-26,12,10.14
2023-03-26T13:00:00Z,2023-03-26,13,10.22
2023-03-26T14:00:00Z,2023-03-26,14,9.75
2023-03-26T15:00:00Z,2023-03-26,15,7.17
2023-03-26T16:00:00Z,2023-03-26,16,2.84
2023-03-26T17:00:00Z,2023-03-26,17,1.56
2023-03-26T18:00:00Z,2023-03-26,18,0.41
2023-03-26T19:00:00Z,2023-03-26,19,0.03
2023-03-27T06:00:00Z,2023-03-27,6,0.003
2023-03-27T07:00:00Z,2023-03-27,7,0.3
2023-03-27T08:00:00Z,2023-03-27,8,1.5
2023-03-27T09:00:00Z,2023-03-27,9,4.41
2023-03-27T10:00:00Z,2023-03-27,10,9.33
2023-03-27T11:00:00Z,2023-03-27,11,9.06
2023-03-27T12:00:00Z,2023-03-27,12,10.34
2023-03-27T13:00:00Z,2023-03-27,13,9.13
2023-03-27T14:00:00Z,2023-03-27,14,9.63
2023-03-27T15:00:00Z,2023-03-27,15,7.62
2023-03-27T16:00:00Z,2023-03-27,16,3.48
2023-03-27T17:00:00Z,2023-03-27,17,2.12
2023-03-27T18:00:00Z,2023-03-27,18,0.65
2023-03-27T19:00:00Z,2023-03-27,19,0.03
2023-03-28T06:00:00Z,2023-03-28,6,0.007
2023-03-28T07:00:00Z,2023-03-28,7,0.63
2023-03-28T08:00:00Z,2023-03-28,8,2.85
2023-03-28T09:00:00Z,2023-03-28,9,5.52
2023-03-28T10:00:00Z,2023-03-28,10,6.04
2023-03-28T11:00:00Z,2023-03-28,11,9.73
2023-03-28T12:00:00Z,2023-03-28,12,10.25
2023-03-28T13:00:00Z,2023-03-28,13,10.3
2023-03-28T14:00:00Z,2023-03-28,14,9.68
2023-03-28T15:00:00Z,2023-03-28,15,7.46
2023-03-28T16:00:00Z,2023-03-28,16,2.66
2023-03-28T17:00:00Z,2023-03-28,17,1.63
2023-03-28T18:00:00Z,2023-03-28,18,0.48
2023-03-28T19:00:00Z,2023-03-28,19,0.05
2023-03-29T06:00:00Z,2023-03-29,6,0.009
2023-03-29T07:00:00Z,2023-03-29,7,0.62
2023-03-29T08:00:00Z,2023-03-29,8,2.9
2023-03-29T09:00:00Z,2023-03-29,9,5.69
2023-03-29T10:00:00Z,2023-03-29,10,8.07
2023-03-29T11:00:00Z,2023-03-29,11,9.67
2023-03-29T12:00:00Z,2023-03-29,12,10.35
2023-03-29T13:00:00Z,2023-03-29,13,10.24
2023-03-29T14:00:00Z,2023-03-29,14,9.01
2023-03-29T15:00:00Z,2023-03-29,15,9.09
2023-03-29T16:00:00Z,2023-03-29,16,3.24
2023-03-29T17:00:00Z,2023-03-29,17,1.91
2023-03-29T18:00:00Z,2023-03-29,18,0.76
2023-03-29T19:00:00Z,2023-03-29,19,0.06
2023-03-30T06:00:00Z,2023-03-30,6,0.008
2023-03-30T07:00:00Z,2023-03-30,7,0.63
2023-03-30T08:00:00Z,2023-03-30,8,2.9
2023-03-30T09:00:00Z,2023-03-30,9,5.65
2023-03-30T10:00:00Z,2023-03-30,10,7.99
2023-03-30T11:00:00Z,2023-03-30,11,9.55
2023-03-30T12:00:00Z,2023-03-30,12,10.22
2023-03-30T13:00:00Z,2023-03-30,13,10.23
2023-03-30T14:00:00Z,2023-03-30,14,9.41
2023-03-30T15:00:00Z,2023-03-30,15,7.25
2023-03-30T16:00:00Z,2023-03-30,16,2.67
2023-03-30T17:00:00Z,2023-03-30,17,1.24
2023-03-30T18:00:00Z,2023-03-30,18,0.52
2023-03-30T19:00:00Z,2023-03-30,19,0.05
2023-03-31T06:00:00Z,2023-03-31,6,0.01
2023-03-31T07:00:00Z,2023-03-31,7,0.45
2023-03-31T08:00:00Z,2023-03-31,8,1.39
2023-03-31T09:00:00Z,2023-03-31,9,2.69
2023-03-31T10:00:00Z,2023-03-31,10,2.84
2023-03-31T11:00:00Z,2023-03-31,11,5.01
2023-03-31T12:00:00Z,2023-03-31,12,4.52
2023-03-31T13:00:00Z,2023-03-31,13,3.01
2023-03-31T14:00:00Z,2023-03-31,14,2.4
2023-03-31T15:00:00Z,2023-03-31,15,2.12
2023-03-31T16:00:00Z,2023-03-31,16,1.23
2023-03-31T17:00:00Z,2023-03-31,17,0.48
2023-03-31T18:00:00Z,2023-03-31,18,0.34
2023-03-31T19:00:00Z,2023-03-31,19,0.04
2023-04-01T06:00:00Z,2023-04-01,6,0.002
2023-04-01T07:00:00Z,2023-04-01,7,0.39
2023-04-01T08:00:00Z,2023-04-01,8,1.67
2023-04-01T09:00:00Z,2023-04-01,9,4.57
2023-04-01T10:00:00Z,2023-04-01,10,6.89
2023-04-01T11:00:00Z,2023-04-01,11,8.06
2023-04-01T12:00:00Z,2023-04-01,12,6.99
2023-04-01T13:00:00Z,2023-04-01,13,5.33
2023-04-01T14:00:00Z,2023-04-01,14,7.57
2023-04-01T15:00:00Z,2023-04-01,15,8.47
2023-04-01T16:00:00Z,2023-04-01,16,3.27
2023-04-01T17:00:00Z,2023-04-01,17,2.3
2023-04-01T18:00:00Z,2023-04-01,18,0.47
2023-04-01T19:00:00Z,2023-04-01,19,0.06
2023-04-02T06:00:00Z,2023-04-02,6,0.01
2023-04-02T07:00:00Z,2023-04-02,7,0.59
2023-04-02T08:00:00Z,2023-04-02,8,3.07
2023-04-02T09:00:00Z,2023-04-02,9,6.53
2023-04-02T10:00:00Z,2023-04-02,10,8.03
2023-04-02T11:00:00Z,2023-04-02,11,10.2
2023-04-02T12:00:00Z,2023-04-02,12,10.62
2023-04-02T13:00:00Z,2023-04-02,13,10.68
2023-04-02T14:00:00Z,2023-04-02,14,7.84
2023-04-02T15:00:00Z,2023-04-02,15,4.11
2023-04-02T16:00:00Z,2023-04-02,16,3.99
2023-04-02T17:00:00Z,2023-04-02,17,1.69
