date,day,hour,kWh
2023-11-16T11:00:00Z,2023-11-16,11,3.06
2023-11-16T12:00:00Z,2023-11-16,12,2.77
2023-11-16T13:00:00Z,2023-11-16,13,2.16
2023-11-16T14:00:00Z,2023-11-16,14,0.44
2023-11-16T15:00:00Z,2023-11-16,15,0.02
2023-11-17T06:00:00Z,2023-11-17,6,0.28
2023-11-17T07:00:00Z,2023-11-17,7,2.39
2023-11-17T08:00:00Z,2023-11-17,8,4.78
2023-11-17T09:00:00Z,2023-11-17,9,6.45
2023-11-17T10:00:00Z,2023-11-17,10,7.04
2023-11-17T11:00:00Z,2023-11-17,11,6.55
2023-11-17T12:00:00Z,2023-11-17,12,4.76
2023-11-17T13:00:00Z,2023-11-17,13,2.41
2023-11-17T14:00:00Z,2023-11-17,14,0.41
2023-11-17T15:00:00Z,2023-11-17,15,0.02
2023-11-18T06:00:00Z,2023-11-18,6,0.06
2023-11-18T07:00:00Z,2023-11-18,7,0.8
2023-11-18T08:00:00Z,2023-11-18,8,3.59
2023-11-18T09:00:00Z,2023-11-18,9,5.89
2023-11-18T10:00:00Z,2023-11-18,10,6.79
2023-11-18T11:00:00Z,2023-11-18,11,6.22
2023-11-18T12:00:00Z,2023-11-18,12,2.86
2023-11-18T13:00:00Z,2023-11-18,13,0.65
2023-11-18T14:00:00Z,2023-11-18,14,0.71
2023-11-18T15:00:00Z,2023-11-18,15,0.009
2023-11-19T06:00:00Z,2023-11-19,6,0.01
2023-11-19T07:00:00Z,2023-11-19,7,0.27
2023-11-19T08:00:00Z,2023-11-19,8,0.85
2023-11-19T09:00:00Z,2023-11-19,9,2.5
2023-11-19T10:00:00Z,2023-11-19,10,5.96
2023-11-19T11:00:00Z,2023-11-19,11,2.56
2023-11-19T12:00:00Z,2023-11-19,12,4.32
2023-11-19T13:00:00Z,2023-11-19,13,2.98
2023-11-19T14:00:00Z,2023-11-19,14,0.56
2023-11-19T15:00:00Z,2023-11-19,15,0.02
2023-11-20T06:00:00Z,2023-11-20,6,0.21
2023-11-20T07:00:00Z,2023-11-20,7,2.68
2023-11-20T08:00:00Z,2023-11-20,8,1.84
2023-11-20T09:00:00Z,2023-11-20,9,1.03
2023-11-20T10:00:00Z,2023-11-20,10,1.19
2023-11-20T11:00:00Z,2023-11-20,11,1.83
2023-11-20T12:00:00Z,2023-11-20,12,1.74
2023-11-20T13:00:00Z,2023-11-20,13,1.19
2023-11-20T14:00:00Z,2023-11-20,14,0.33
2023-11-20T15:00:00Z,2023-11-20,15,0.007
2023-11-21T06:00:00Z,2023-11-21,6,0.06
2023-11-21T07:00:00Z,2023-11-21,7,1.36
2023-11-21T08:00:00Z,2023-11-21,8,2.11
2023-11-21T09:00:00Z,2023-11-21,9,4
2023-11-21T10:00:00Z,2023-11-21,10,5.75
2023-11-21T11:00:00Z,2023-11-21,11,5.58
2023-11-21T12:00:00Z,2023-11-21,12,3.38
2023-11-21T13:00:00Z,2023-11-21,13,1.73
2023-11-21T14:00:00Z,2023-11-21,14,0.38
2023-11-21T15:00:00Z,2023-11-21,15,0.005
2023-11-22T06:00:00Z,2023-11-22,6,0.04
2023-11-22T07:00:00Z,2023-11-22,7,0.78
2023-11-22T08:00:00Z,2023-11-22,8,0.95
2023-11-22T09:00:00Z,2023-11-22,9,0.99
2023-11-22T10:00:00Z,2023-11-22,10,1.23
2023-11-22T11:00:00Z,2023-11-22,11,3.23
2023-11-22T12:00:00Z,2023-11-22,12,1.75
2023-11-22T13:00:00Z,2023-11-22,13,1.62
2023-11-22T14:00:00Z,2023-11-22,14,0.36
2023-11-22T15:00:00Z,2023-11-22,15,0.006
2023-11-23T06:00:00Z,2023-11-23,6,0.04
2023-11-23T07:00:00Z,2023-11-23,7,1.48
2023-11-23T08:00:00Z,2023-11-23,8,4.19
2023-11-23T09:00:00Z,2023-11-23,9,6.09
2023-11-23T10:00:00Z,2023-11-23,10,6.66
2023-11-23T11:00:00Z,2023-11-23,11,6.15
2023-11-23T12:00:00Z,2023-11-23,12,4.47
2023-11-23T13:00:00Z,2023-11-23,13,2.35
2023-11-23T14:00:00Z,2023-11-23,14,0.42
2023-11-23T15:00:00Z,2023-11-23,15,0.01
2023-11-24T06:00:00Z,2023-11-24,6,0.01
2023-11-24T07:00:00Z,2023-11-24,7,0.28
2023-11-24T08:00:00Z,2023-11-24,8,0.68
2023-11-24T09:00:00Z,2023-11-24,9,1.1
2023-11-24T10:00:00Z,2023-11-24,10,1.36
2023-11-24T11:00:00Z,2023-11-24,11,1.35
2023-11-24T12:00:00Z,2023-11-24,12,1.01
2023-11-24T13:00:00Z,2023-11-24,13,0.66
2023-11-24T14:00:00Z,2023-11-24,14,0.2
2023-11-24T15:00:00Z,2023-11-24,15,0.002
2023-11-25T06:00:00Z,2023-11-25,6,0.009
2023-11-25T07:00:00Z,2023-11-25,7,0.2
2023-11-25T08:00:00Z,2023-11-25,8,0.6
2023-11-25T09:00:00Z,2023-11-25,9,1.28
2023-11-25T10:00:00Z,2023-11-25,10,1.33
2023-11-25T11:00:00Z,2023-11-25,11,1.22
2023-11-25T12:00:00Z,2023-11-25,12,1.07
2023-11-25T13:00:00Z,2023-11-25,13,0.7
2023-11-25T14:00:00Z,2023-11-25,14,0.22
2023-11-25T15:00:00Z,2023-11-25,15,0.002
2023-11-26T06:00:00Z,2023-11-26,6,0.009
2023-11-26T07:00:00Z,2023-11-26,7,0.34
2023-11-26T08:00:00Z,2023-11-26,8,0.56
2023-11-26T09:00:00Z,2023-11-26,9,0.86
2023-11-26T10:00:00Z,2023-11-26,10,0.99
2023-11-26T11:00:00Z,2023-11-26,11,1.33
2023-11-26T12:00:00Z,2023-11-26,12,0.94
2023-11-26T13:00:00Z,2023-11-26,13,0.44
2023-11-26T14:00:00Z,2023-11-26,14,0.11
2023-11-26T15:00:00Z,2023-11-26,15,0
2023-11-27T06:00:00Z,2023-11-27,6,0.005
2023-11-27T07:00:00Z,2023-11-27,7,0.08
2023-11-27T08:00:00Z,2023-11-27,8,0.41
2023-11-27T09:00:00Z,2023-11-27,9,0.54
2023-11-27T10:00:00Z,2023-11-27,10,0.65
2023-11-27T11:00:00Z,2023-11-27,11,0.52
2023-11-27T12:00:00Z,2023-11-27,12,0.66
2023-11-27T13:00:00Z,2023-11-27,13,0.37
2023-11-27T14:00:00Z,2023-11-27,14,0.09
2023-11-27T15:00:00Z,2023-11-27,15,0
2023-11-28T06:00:00Z,2023-11-28,6,0.005
2023-11-28T07:00:00Z,2023-11-28,7,0.08
2023-11-28T08:00:00Z,2023-11-28,8,0.42
2023-11-28T09:00:00Z,2023-11-28,9,0.8
2023-11-28T10:00:00Z,2023-11-28,10,0.81
2023-11-28T11:00:00Z,2023-11-28,11,0.76
2023-11-28T12:00:00Z,2023-11-28,12,0.54
2023-11-28T13:00:00Z,2023-11-28,13,0.26
2023-11-28T14:00:00Z,2023-11-28,14,0.05
2023-11-28T15:00:00Z,2023-11-28,15,0
2023-11-29T06:00:00Z,2023-11-29,6,0
2023-11-29T07:00:00Z,2023-11-29,7,0.004
2023-11-29T08:00:00Z,2023-11-29,8,0.06
2023-11-29T09:00:00Z,2023-11-29,9,0.35
2023-11-29T10:00:00Z,2023-11-29,10,0.56
2023-11-29T11:00:00Z,2023-11-29,11,0.59
2023-11-29T12:00:00Z,2023-11-29,12,0.56
2023-11-29T13:00:00Z,2023-11-29,13,0.38
2023-11-29T14:00:00Z,2023-11-29,14,0.24
2023-11-29T15:00:00Z,2023-11-29,15,0.05
2023-11-30T06:00:00Z,2023-11-30,6,0
2023-11-30T07:00:00Z,2023-11-30,7,0.005
2023-11-30T08:00:00Z,2023-11-30,8,0.02
2023-11-30T09:00:00Z,2023-11-30,9,0.21
2023-11-30T10:00:00Z,2023-11-30,10,0.33
2023-11-30T11:00:00Z,2023-11-30,11,0.57
2023-11-30T12:00:00Z,2023-11-30,12,0.44
2023-11-30T13:00:00Z,2023-11-30,13,0.5
2023-11-30T14:00:00Z,2023-11-30,14,0.4
2023-11-30T15:00:00Z,2023-11-30,15,0.15
2023-12-01T07:00:00Z,2023-12-01,7,0.002
2023-12-01T08:00:00Z,2023-12-01,8,0.03
2023-12-01T09:00:00Z,2023-12-01,9,0.62
2023-12-01T10:00:00Z,2023-12-01,10,1.05
2023-12-01T11:00:00Z,2023-12-01,11,0.88
2023-12-01T12:00:00Z,2023-12-01,12,1.51
2023-12-01T13:00:00Z,2023-12-01,13,2.04
2023-12-01T14:00:00Z,2023-12-01,14,0.88
2023-12-01T15:00:00Z,2023-12-01,15,0.16
2023-12-01T16:00:00Z,2023-12-01,16,0.001
2023-12-02T07:00:00Z,2023-12-02,7,0
2023-12-02T08:00:00Z,2023-12-02,8,0.009
2023-12-02T09:00:00Z,2023-12-02,9,0.2
2023-12-02T10:00:00Z,2023-12-02,10,0.48
2023-12-02T11:00:00Z,2023-12-02,11,1.62
2023-12-02T12:00:00Z,2023-12-02,12,2.92
2023-12-02T13:00:00Z,2023-12-02,13,0.96
2023-12-02T14:00:00Z,2023-12-02,14,2.69
2023-12-02T15:00:00Z,2023-12-02,15,0.41
2023-12-02T16:00:00Z,2023-12-02,16,0.003
2023-12-03T07:00:00Z,2023-12-03,7,0
2023-12-03T08:00:00Z,2023-12-03,8,0.02
2023-12-03T09:00:00Z,2023-12-03,9,0.02
2023-12-03T10:00:00Z,2023-12-03,10,0.29
2023-12-03T11:00:00Z,2023-12-03,11,1.34
2023-12-03T12:00:00Z,2023-12-03,12,1.07
2023-12-03T13:00:00Z,2023-12-03,13,0.56
2023-12-03T14:00:00Z,2023-12-03,14,0.42
2023-12-03T15:00:00Z,2023-12-03,15,0.42
2023-12-03T16:00:00Z,2023-12-03,16,0.002
2023-12-04T07:00:00Z,2023-12-04,7,0.003
2023-12-04T08:00:00Z,2023-12-04,8,0.08
2023-12-04T09:00:00Z,2023-12-04,9,0.46
2023-12-04T10:00:00Z,2023-12-04,10,0.7
2023-12-04T11:00:00Z,2023-12-04,11,0.57
2023-12-04T12:00:00Z,2023-12-04,12,0.54
2023-12-04T13:00:00Z,2023-12-04,13,0.49
2023-12-04T14:00:00Z,2023-12-04,14,0.29
2023-12-04T15:00:00Z,2023-12-04,15,0.03
2023-12-04T16:00:00Z,2023-12-04,16,0
2023-12-05T07:00:00Z,2023-12-05,7,0
2023-12-05T08:00:00Z,2023-12-05,8,0.06
2023-12-05T09:00:00Z,2023-12-05,9,0.13
2023-12-05T10:00:00Z,2023-12-05,10,0.2
2023-12-05T11:00:00Z,2023-12-05,11,0.57
2023-12-05T12:00:00Z,2023-12-05,12,0.78
2023-12-05T13:00:00Z,2023-12-05,13,1.02
2023-12-05T14:00:00Z,2023-12-05,14,0.58
2023-12-05T15:00:00Z,2023-12-05,15,0.15
2023-12-05T16:00:00Z,2023-12-05,16,0
2023-12-06T07:00:00Z,2023-12-06,7,0
2023-12-06T08:00:00Z,2023-12-06,8,0.02
2023-12-06T09:00:00Z,2023-12-06,9,0.1
2023-12-06T10:00:00Z,2023-12-06,10,0.3
2023-12-06T11:00:00Z,2023-12-06,11,0.46
2023-12-06T12:00:00Z,2023-12-06,12,0.34
2023-12-06T13:00:00Z,2023-12-06,13,0.48
2023-12-06T14:00:00Z,2023-12-06,14,0.19
2023-12-06T15:00:00Z,2023-12-06,15,0.05
2023-12-06T16:00:00Z,2023-12-06,16,0
2023-12-07T07:00:00Z,2023-12-07,7,0.006
2023-12-07T08:00:00Z,2023-12-07,8,0.36
2023-12-07T09:00:00Z,2023-12-07,9,2.34
2023-12-07T10:00:00Z,2023-12-07,10,2.97
2023-12-07T11:00:00Z,2023-12-07,11,1.58
2023-12-07T12:00:00Z,2023-12-07,12,1.51
2023-12-07T13:00:00Z,2023-12-07,13,0.72
2023-12-07T14:00:00Z,2023-12-07,14,0.4
2023-12-07T15:00:00Z,2023-12-07,15,0.05
2023-12-07T16:00:00Z,2023-12-07,16,0
2023-12-08T07:00:00Z,2023-12-08,7,0.007
2023-12-08T08:00:00Z,2023-12-08,8,0.27
2023-12-08T09:00:00Z,2023-12-08,9,0.92
2023-12-08T10:00:00Z,2023-12-08,10,1.45
2023-12-08T11:00:00Z,2023-12-08,11,2.77
2023-12-08T12:00:00Z,2023-12-08,12,4.94
2023-12-08T13:00:00Z,2023-12-08,13,3.61
2023-12-08T14:00:00Z,2023-12-08,14,1.57
2023-12-08T15:00:00Z,2023-12-08,15,0.27
2023-12-08T16:00:00Z,2023-12-08,16,0.001
2023-12-09T07:00:00Z,2023-12-09,7,0.004
2023-12-09T08:00:00Z,2023-12-09,8,0.06
2023-12-09T09:00:00Z,2023-12-09,9,0.24
2023-12-09T10:00:00Z,2023-12-09,10,0.39
2023-12-09T11:00:00Z,2023-12-09,11,0.45
2023-12-09T12:00:00Z,2023-12-09,12,0.31
2023-12-09T13:00:00Z,2023-12-09,13,0.09
2023-12-09T14:00:00Z,2023-12-09,14,0.02
2023-12-09T15:00:00Z,2023-12-09,15,0.001
2023-12-09T16:00:00Z,2023-12-09,16,0
2023-12-10T07:00:00Z,2023-12-10,7,0.001
2023-12-10T08:00:00Z,2023-12-10,8,0.1
2023-12-10T09:00:00Z,2023-12-10,9,0.32
2023-12-10T10:00:00Z,2023-12-10,10,0.67
2023-12-10T11:00:00Z,2023-12-10,11,1.05
2023-12-10T12:00:00Z,2023-12-10,12,1.46
2023-12-10T13:00:00Z,2023-12-10,13,0.67
2023-12-10T14:00:00Z,2023-12-10,14,0.35
2023-12-10T15:00:00Z,2023-12-10,15,0.07
2023-12-10T16:00:00Z,2023-12-10,16,0
2023-12-11T07:00:00Z,2023-12-11,7,0.003
2023-12-11T08:00:00Z,2023-12-11,8,0.06
2023-12-11T09:00:00Z,2023-12-11,9,0.38
2023-12-11T10:00:00Z,2023-12-11,10,0.67
2023-12-11T11:00:00Z,2023-12-11,11,0.68
2023-12-11T12:00:00Z,2023-12-11,12,1.08
2023-12-11T13:00:00Z,2023-12-11,13,0.65
2023-12-11T14:00:00Z,2023-12-11,14,0.36
2023-12-11T15:00:00Z,2023-12-11,15,0.12
2023-12-11T16:00:00Z,2023-12-11,16,0.001
2023-12-12T07:00:00Z,2023-12-12,7,0
2023-12-12T08:00:00Z,2023-12-12,8,0.02
2023-12-12T09:00:00Z,2023-12-12,9,0.23
2023-12-12T10:00:00Z,2023-12-12,10,0.4
2023-12-12T11:00:00Z,2023-12-12,11,0.55
2023-12-12T12:00:00Z,2023-12-12,12,0.58
2023-12-12T13:00:00Z,2023-12-12,13,0.47
2023-12-12T14:00:00Z,2023-12-12,14,0.32
2023-12-12T15:00:00Z,2023-12-12,15,0.07
2023-12-12T16:00:00Z,2023-12-12,16,0
2023-12-13T07:00:00Z,2023-12-13,7,0.008
2023-12-13T08:00:00Z,2023-12-13,8,0.15
2023-12-13T09:00:00Z,2023-12-13,9,0.61
2023-12-13T10:00:00Z,2023-12-13,10,0.79
2023-12-13T11:00:00Z,2023-12-13,11,1.01
2023-12-13T12:00:00Z,2023-12-13,12,0.73
2023-12-13T13:00:00Z,2023-12-13,13,0.72
2023-12-13T14:00:00Z,2023-12-13,14,0.38
2023-12-13T15:00:00Z,2023-12-13,15,0.16
2023-12-13T16:00:00Z,2023-12-13,16,0
2023-12-14T07:00:00Z,2023-12-14,7,0
2023-12-14T08:00:00Z,2023-12-14,8,0.02
2023-12-14T09:00:00Z,2023-12-14,9,0.21
2023-12-14T10:00:00Z,2023-12-14,10,0.6
2023-12-14T11:00:00Z,2023-12-14,11,0.59
2023-12-14T12:00:00Z,2023-12-14,12,0.74
2023-12-14T13:00:00Z,2023-12-14,13,0.62
2023-12-14T14:00:00Z,2023-12-14,14,0.34
2023-12-14T15:00:00Z,2023-12-14,15,0.14
2023-12-14T16:00:00Z,2023-12-14,16,0
2023-12-15T07:00:00Z,2023-12-15,7,0.004
2023-12-15T08:00:00Z,2023-12-15,8,0.18
2023-12-15T09:00:00Z,2023-12-15,9,1.02
2023-12-15T10:00:00Z,2023-12-15,10,1.38
2023-12-15T11:00:00Z,2023-12-15,11,1.15
2023-12-15T12:00:00Z,2023-12-15,12,0.94
2023-12-15T13:00:00Z,2023-12-15,13,0.56
2023-12-15T14:00:00Z,2023-12-15,14,0.25
2023-12-15T15:00:00Z,2023-12-15,15,0.06
2023-12-15T16:00:00Z,2023-12-15,16,0
2023-12-16T07:00:00Z,2023-12-16,7,0
2023-12-16T08:00:00Z,2023-12-16,8,0.02
2023-12-16T09:00:00Z,2023-12-16,9,0.13
2023-12-16T10:00:00Z,2023-12-16,10,0.75
2023-12-16T11:00:00Z,2023-12-16,11,0.52
2023-12-16T12:00:00Z,2023-12-16,12,0.67
2023-12-16T13:00:00Z,2023-12-16,13,0.71
2023-12-16T14:00:00Z,2023-12-16,14,0.26
2023-12-16T15:00:00Z,2023-12-16,15,0.08
2023-12-16T16:00:00Z,2023-12-16,16,0.002
2023-12-17T07:00:00Z,2023-12-17,7,0
2023-12-17T08:00:00Z,2023-12-17,8,0.09
2023-12-17T09:00:00Z,2023-12-17,9,0.33
2023-12-17T10:00:00Z,2023-12-17,10,0.73
2023-12-17T11:00:00Z,2023-12-17,11,0.97
2023-12-17T12:00:00Z,2023-12-17,12,0.85
2023-12-17T13:00:00Z,2023-12-17,13,1.36
2023-12-17T14:00:00Z,2023-12-17,14,1.1
2023-12-17T15:00:00Z,2023-12-17,15,0.19
2023-12-17T16:00:00Z,2023-12-17,16,2e-4
2023-12-18T07:00:00Z,2023-12-18,7,0
2023-12-18T08:00:00Z,2023-12-18,8,0.11
2023-12-18T09:00:00Z,2023-12-18,9,0.4
2023-12-18T10:00:00Z,2023-12-18,10,0.7
2023-12-18T11:00:00Z,2023-12-18,11,1.57
2023-12-18T12:00:00Z,2023-12-18,12,1.28
2023-12-18T13:00:00Z,2023-12-18,13,1.81
2023-12-18T14:00:00Z,2023-12-18,14,0.69
2023-12-18T15:00:00Z,2023-12-18,15,0.12
2023-12-18T16:00:00Z,2023-12-18,16,0
2023-12-19T07:00:00Z,2023-12-19,7,9e-4
2023-12-19T08:00:00Z,2023-12-19,8,0.13
2023-12-19T09:00:00Z,2023-12-19,9,0.29
2023-12-19T10:00:00Z,2023-12-19,10,0.51
2023-12-19T11:00:00Z,2023-12-19,11,0.88
2023-12-19T12:00:00Z,2023-12-19,12,0.84
2023-12-19T13:00:00Z,2023-12-19,13,1.07
2023-12-19T14:00:00Z,2023-12-19,14,1.05
2023-12-19T15:00:00Z,2023-12-19,15,0.08
2023-12-19T16:00:00Z,2023-12-19,16,0
2023-12-20T07:00:00Z,2023-12-20,7,0.005
2023-12-20T08:00:00Z,2023-12-20,8,0.52
2023-12-20T09:00:00Z,2023-12-20,9,3.35
2023-12-20T10:00:00Z,2023-12-20,10,1.78
2023-12-20T11:00:00Z,2023-12-20,11,1.21
2023-12-20T12:00:00Z,2023-12-20,12,1.32
2023-12-20T13:00:00Z,2023-12-20,13,1.39
2023-12-20T14:00:00Z,2023-12-20,14,1.22
2023-12-20T15:00:00Z,2023-12-20,15,0.15
2023-12-20T16:00:00Z,2023-12-20,16,0
2023-12-21T07:00:00Z,2023-12-21,7,1e-4
2023-12-21T08:00:00Z,2023-12-21,8,0.09
2023-12-21T09:00:00Z,2023-12-21,9,0.76
2023-12-21T10:00:00Z,2023-12-21,10,0.83
2023-12-21T11:00:00Z,2023-12-21,11,1.11
2023-12-21T12:00:00Z,2023-12-21,12,0.84
2023-12-21T13:00:00Z,2023-12-21,13,0.98
2023-12-21T14:00:00Z,2023-12-21,14,0.49
2023-12-21T15:00:00Z,2023-12-21,15,0.12
2023-12-21T16:00:00Z,2023-12-21,16,0
2023-12-22T07:00:00Z,2023-12-22,7,0.004
2023-12-22T08:00:00Z,2023-12-22,8,0.04
2023-12-22T09:00:00Z,2023-12-22,9,0.3
2023-12-22T10:00:00Z,2023-12-22,10,0.42
2023-12-22T11:00:00Z,2023-12-22,11,0.57
2023-12-22T12:00:00Z,2023-12-22,12,0.45
2023-12-22T13:00:00Z,2023-12-22,13,0.46
2023-12-22T14:00:00Z,2023-12-22,14,0.55
2023-12-22T15:00:00Z,2023-12-22,15,0.11
2023-12-22T16:00:00Z,2023-12-22,16,0
2023-12-23T07:00:00Z,2023-12-23,7,0.005
2023-12-23T08:00:00Z,2023-12-23,8,0.61
2023-12-23T09:00:00Z,2023-12-23,9,3.47
2023-12-23T10:00:00Z,2023-12-23,10,3.57
2023-12-23T11:00:00Z,2023-12-23,11,5.9
2023-12-23T12:00:00Z,2023-12-23,12,5.43
2023-12-23T13:00:00Z,2023-12-23,13,4.21
2023-12-23T14:00:00Z,2023-12-23,14,2.25
2023-12-23T15:00:00Z,2023-12-23,15,0.46
2023-12-23T16:00:00Z,2023-12-23,16,0.006
2023-12-24T07:00:00Z,2023-12-24,7,0.006
2023-12-24T08:00:00Z,2023-12-24,8,0.91
2023-12-24T09:00:00Z,2023-12-24,9,2.91
2023-12-24T10:00:00Z,2023-12-24,10,3.01
2023-12-24T11:00:00Z,2023-12-24,11,4.57
2023-12-24T12:00:00Z,2023-12-24,12,2.4
2023-12-24T13:00:00Z,2023-12-24,13,1.5
2023-12-24T14:00:00Z,2023-12-24,14,0.83
2023-12-24T15:00:00Z,2023-12-24,15,0.43
2023-12-24T16:00:00Z,2023-12-24,16,0.006
2023-12-25T07:00:00Z,2023-12-25,7,0.005
2023-12-25T08:00:00Z,2023-12-25,8,0.17
2023-12-25T09:00:00Z,2023-12-25,9,0.72
2023-12-25T10:00:00Z,2023-12-25,10,0.67
2023-12-25T11:00:00Z,2023-12-25,11,0.91
2023-12-25T12:00:00Z,2023-12-25,12,1.39
2023-12-25T13:00:00Z,2023-12-25,13,0.89
2023-12-25T14:00:00Z,2023-12-25,14,0.61
2023-12-25T15:00:00Z,2023-12-25,15,0.08
2023-12-25T16:00:00Z,2023-12-25,16,0
2023-12-26T07:00:00Z,2023-12-26,7,0.003
2023-12-26T08:00:00Z,2023-12-26,8,0.53
2023-12-26T09:00:00Z,2023-12-26,9,1.95
2023-12-26T10:00:00Z,2023-12-26,10,4.11
2023-12-26T11:00:00Z,2023-12-26,11,2.58
2023-12-26T12:00:00Z,2023-12-26,12,2.29
2023-12-26T13:00:00Z,2023-12-26,13,1.35
2023-12-26T14:00:00Z,2023-12-26,14,0.44
2023-12-26T15:00:00Z,2023-12-26,15,0.15
2023-12-26T16:00:00Z,2023-12-26,16,0
2023-12-27T07:00:00Z,2023-12-27,7,0
2023-12-27T08:00:00Z,2023-12-27,8,0.1
2023-12-27T09:00:00Z,2023-12-27,9,1.55
2023-12-27T10:00:00Z,2023-12-27,10,0.91
2023-12-27T11:00:00Z,2023-12-27,11,1.49
2023-12-27T12:00:00Z,2023-12-27,12,1.84
2023-12-27T13:00:00Z,2023-12-27,13,1.06
2023-12-27T14:00:00Z,2023-12-27,14,0.24
2023-12-27T15:00:00Z,2023-12-27,15,0.07
2023-12-27T16:00:00Z,2023-12-27,16,0
2023-12-28T07:00:00Z,2023-12-28,7,0.006
2023-12-28T08:00:00Z,2023-12-28,8,0.21
2023-12-28T09:00:00Z,2023-12-28,9,1.44
2023-12-28T10:00:00Z,2023-12-28,10,2.24
2023-12-28T11:00:00Z,2023-12-28,11,4.55
2023-12-28T12:00:00Z,2023-12-28,12,4.05
2023-12-28T13:00:00Z,2023-12-28,13,1.81
2023-12-28T14:00:00Z,2023-12-28,14,0.73
2023-12-28T15:00:00Z,2023-12-28,15,0.2
2023-12-28T16:00:00Z,2023-12-28,16,0.006
2023-12-29T07:00:00Z,2023-12-29,7,0.002
2023-12-29T08:00:00Z,2023-12-29,8,0.36
2023-12-29T09:00:00Z,2023-12-29,9,0.92
2023-12-29T10:00:00Z,2023-12-29,10,2.64
2023-12-29T11:00:00Z,2023-12-29,11,2.24
2023-12-29T12:00:00Z,2023-12-29,12,1.76
2023-12-29T13:00:00Z,2023-12-29,13,1.63
2023-12-29T14:00:00Z,2023-12-29,14,1.65
2023-12-29T15:00:00Z,2023-12-29,15,0.28
2023-12-29T16:00:00Z,2023-12-29,16,8e-4
2023-12-30T07:00:00Z,2023-12-30,7,0
2023-12-30T08:00:00Z,2023-12-30,8,0.06
2023-12-30T09:00:00Z,2023-12-30,9,0.42
2023-12-30T10:00:00Z,2023-12-30,10,0.51
2023-12-30T11:00:00Z,2023-12-30,11,0.48
2023-12-30T12:00:00Z,2023-12-30,12,0.65
2023-12-30T13:00:00Z,2023-12-30,13,0.33
2023-12-30T14:00:00Z,2023-12-30,14,0.18
2023-12-30T15:00:00Z,2023-12-30,15,0.09
2023-12-30T16:00:00Z,2023-12-30,16,0
2023-12-31T07:00:00Z,2023-12-31,7,0.001
2023-12-31T08:00:00Z,2023-12-31,8,0.09
2023-12-31T09:00:00Z,2023-12-31,9,0.61
2023-12-31T10:00:00Z,2023-12-31,10,0.77
2023-12-31T11:00:00Z,2023-12-31,11,0.64
2023-12-31T12:00:00Z,2023-12-31,12,0.52
2023-12-31T13:00:00Z,2023-12-31,13,0.4
2023-12-31T14:00:00Z,2023-12-31,14,0.25
2023-12-31T15:00:00Z,2023-12-31,15,0.11
2023-12-31T16:00:00Z,2023-12-31,16,8e-4
2024-01-01T07:00:00Z,2024-01-01,7,0
2024-01-01T08:00:00Z,2024-01-01,8,0.02
2024-01-01T09:00:00Z,2024-01-01,9,0.49
2024-01-01T10:00:00Z,2024-01-01,10,1.21
2024-01-01T11:00:00Z,2024-01-01,11,1.07
2024-01-01T12:00:00Z,2024-01-01,12,1.97
2024-01-01T13:00:00Z,2024-01-01,13,1.24
2024-01-01T14:00:00Z,2024-01-01,14,0.61
2024-01-01T15:00:00Z,2024-01-01,15,0.2
2024-01-01T16:00:00Z,2024-01-01,16,0.001
2024-01-02T07:00:00Z,2024-01-02,7,0.001
2024-01-02T08:00:00Z,2024-01-02,8,0.13
2024-01-02T09:00:00Z,2024-01-02,9,0.53
2024-01-02T10:00:00Z,2024-01-02,10,1.14
2024-01-02T11:00:00Z,2024-01-02,11,1.21
2024-01-02T12:00:00Z,2024-01-02,12,1.01
2024-01-02T13:00:00Z,2024-01-02,13,1.11
2024-01-02T14:00:00Z,2024-01-02,14,0.54
2024-01-02T15:00:00Z,2024-01-02,15,0.11
2024-01-02T16:00:00Z,2024-01-02,16,5e-4
2024-01-03T07:00:00Z,2024-01-03,7,2e-4
2024-01-03T08:00:00Z,2024-01-03,8,0.02
2024-01-03T09:00:00Z,2024-01-03,9,0.22
2024-01-03T10:00:00Z,2024-01-03,10,0.37
2024-01-03T11:00:00Z,2024-01-03,11,0.84
2024-01-03T12:00:00Z,2024-01-03,12,0.75
2024-01-03T13:00:00Z,2024-01-03,13,1.19
2024-01-03T14:00:00Z,2024-01-03,14,0.41
2024-01-03T15:00:00Z,2024-01-03,15,0.09
2024-01-03T16:00:00Z,2024-01-03,16,0.001
2024-01-04T07:00:00Z,2024-01-04,7,0
2024-01-04T08:00:00Z,2024-01-04,8,0.02
2024-01-04T09:00:00Z,2024-01-04,9,0.51
2024-01-04T10:00:00Z,2024-01-04,10,0.54
2024-01-04T11:00:00Z,2024-01-04,11,0.85
2024-01-04T12:00:00Z,2024-01-04,12,0.97
2024-01-04T13:00:00Z,2024-01-04,13,0.94
2024-01-04T14:00:00Z,2024-01-04,14,0.76
2024-01-04T15:00:00Z,2024-01-04,15,0.2
2024-01-04T16:00:00Z,2024-01-04,16,0.007
2024-01-05T07:00:00Z,2024-01-05,7,0.003
2024-01-05T08:00:00Z,2024-01-05,8,0.43
2024-01-05T09:00:00Z,2024-01-05,9,1.44
2024-01-05T10:00:00Z,2024-01-05,10,2.99
2024-01-05T11:00:00Z,2024-01-05,11,2.05
2024-01-05T12:00:00Z,2024-01-05,12,1.05
2024-01-05T13:00:00Z,2024-01-05,13,0.7
