day,hour,kw_returned,kw_consumed
2023-03-11,7,0.009,1.106
2023-03-11,8,0.788,0.249
2023-03-11,9,1.167,0.018
2023-03-11,10,3.84,0.003
2023-03-11,11,4.012,0.175
2023-03-11,12,5.601,0.719
2023-03-11,13,1.35,0.772
2023-03-11,14,0.972,0.001
2023-03-11,15,0.53,0.157
2023-03-11,16,0,2.034
2023-03-11,17,0,4.898
2023-03-11,18,0,3.061
2023-03-11,19,0,2.498
2023-03-11,20,0,2.284
2023-03-11,21,0,2.346
2023-03-11,22,0,3.204
2023-03-11,23,0,1.975
2023-03-12,0,0,1.63
2023-03-12,1,0,0
2023-03-12,2,0,1.636
2023-03-12,3,0,1.128
2023-03-12,4,0,1.152
2023-03-12,5,0,1.129
2023-03-12,6,0,1.39
2023-03-12,7,0,1.936
2023-03-12,8,0.124,0.763
2023-03-12,9,1.32,0.008
2023-03-12,10,2.605,0.01
2023-03-12,11,2.504,0.002
2023-03-12,12,3.425,0
2023-03-12,13,2.689,0
2023-03-12,14,1.965,0
2023-03-12,15,0.509,0.001
2023-03-12,16,0.05,0.482
2023-03-12,17,0.025,4.544
2023-03-12,18,0,7.898
2023-03-12,19,0,4.032
2023-03-12,20,0,3.743
2023-03-12,21,0,2.097
2023-03-12,22,0,1.903
2023-03-12,23,0,0.946
2023-03-13,0,0,0.889
2023-03-13,1,0,0.907
2023-03-13,2,0,0.902
2023-03-13,3,0,0.89
2023-03-13,4,0,0.888
2023-03-13,5,0,1.128
2023-03-13,6,0,1.462
2023-03-13,7,0,1.578
2023-03-13,8,0,0.94
2023-03-13,9,0,3.45
2023-03-13,10,0,3.288
2023-03-13,11,0.005,2.269
2023-03-13,12,0,1.45
2023-03-13,13,0,1.074
2023-03-13,14,0.041,1.232
2023-03-13,15,0,1.741
2023-03-13,16,0,1.341
2023-03-13,17,0,1.424
2023-03-13,18,0,2.225
2023-03-13,19,0,3.018
2023-03-13,20,0,2.947
2023-03-13,21,0,3.239
2023-03-13,22,0,1.753
2023-03-13,23,0,3.343
2023-03-14,0,0,0.789
2023-03-14,1,0,1.114
2023-03-14,2,0,0.759
2023-03-14,3,0,0.844
2023-03-14,4,0,0.84
2023-03-14,5,0,0.862
2023-03-14,6,0,1.597
2023-03-14,7,0,2.244
2023-03-14,8,0.807,1.959
2023-03-14,9,1.727,0.158
2023-03-14,10,0.941,0.665
2023-03-14,11,1.143,0.136
2023-03-14,12,1.53,0.46
2023-03-14,13,2.238,0
2023-03-14,14,2.273,0.05
2023-03-14,15,3.27,0
2023-03-14,16,0.977,0.522
2023-03-14,17,0.077,3.061
2023-03-14,18,0,2.502
2023-03-14,19,0,1.849
2023-03-14,20,0,1.512
2023-03-14,21,0,1.076
2023-03-14,22,0,1.092
2023-03-14,23,0,1.026
2023-03-15,0,0,1.516
2023-03-15,1,0,1.058
2023-03-15,2,0,1.169
2023-03-15,3,0,1.202
2023-03-15,4,0,1.305
2023-03-15,5,0,1.15
2023-03-15,6,0,1.535
2023-03-15,7,0,1.574
2023-03-15,8,0,3.859
2023-03-15,9,0.937,1.051
2023-03-15,10,1.831,0.775
2023-03-15,11,2.633,0.439
2023-03-15,12,0.375,0.069
2023-03-15,13,6.373,0
2023-03-15,14,2.798,0.284
2023-03-15,15,2.665,0.009
2023-03-15,16,0.687,0.003
2023-03-15,17,0.017,0.983
2023-03-15,18,0,0.807
2023-03-15,19,0,1.255
2023-03-15,20,0,1.992
2023-03-15,21,0,1.295
2023-03-15,22,0,0.779
2023-03-15,23,0,0.622
2023-03-16,0,0,0.587
2023-03-16,1,0,0.614
2023-03-16,2,0,0.641
2023-03-16,3,0,0.683
2023-03-16,4,0,1.108
2023-03-16,5,0,0.972
2023-03-16,6,0,1.2
2023-03-16,7,0.041,1.052
2023-03-16,8,0.218,0.357
2023-03-16,9,2.364,0
2023-03-16,10,4.581,0
2023-03-16,11,4.573,0
2023-03-16,12,6.221,0
2023-03-16,13,8.058,0
2023-03-16,14,7.794,0
2023-03-16,15,5.699,0
2023-03-16,16,1.977,0.35
2023-03-16,17,0.247,0.851
2023-03-16,18,0,1.254
2023-03-16,19,0,1.277
2023-03-16,20,0,1.199
2023-03-16,21,0,1.102
2023-03-16,22,0,0.78
2023-03-16,23,0,0.734
2023-03-17,0,0,0.658
2023-03-17,1,0,0.661
2023-03-17,2,0,0.685
2023-03-17,3,0,0.595
2023-03-17,4,0,0.691
2023-03-17,5,0,0.917
2023-03-17,6,0,1.39
2023-03-17,7,0.004,1.285
2023-03-17,8,0.247,0.588
2023-03-17,9,2.553,0.002
2023-03-17,10,1.297,0.162
2023-03-17,11,3.88,0
2023-03-17,12,4.535,0
2023-03-17,13,5.231,0
2023-03-17,14,6.885,0
2023-03-17,15,4.642,0
2023-03-17,16,1.232,0.014
2023-03-17,17,0.056,3.014
2023-03-17,18,0,1.192
2023-03-17,19,0,1.374
2023-03-17,20,0,1.467
2023-03-17,21,0,1.689
2023-03-17,22,0,5.162
2023-03-17,23,0,1.687
2023-03-18,0,0,1.235
2023-03-18,1,0,1.347
2023-03-18,2,0,1.71
2023-03-18,3,0,1.315
2023-03-18,4,0,1.497
2023-03-18,5,0,1.678
2023-03-18,6,0,1.506
2023-03-18,7,0,1.636
2023-03-18,8,0.248,0.786
2023-03-18,9,3.538,0.003
2023-03-18,10,4.622,0
2023-03-18,11,6.215,0
2023-03-18,12,8.359,0
2023-03-18,13,7.041,0
2023-03-18,14,7.43,0
2023-03-18,15,5.994,0
2023-03-18,16,1.843,0
2023-03-18,17,0.425,0.356
2023-03-18,18,0,0.659
2023-03-18,19,0,1.408
2023-03-18,20,0,1.301
2023-03-18,21,0,0.562
2023-03-18,22,0,1.091
2023-03-18,23,0,0.632
2023-03-19,0,0,0.611
2023-03-19,1,0,0.619
2023-03-19,2,0,0.649
2023-03-19,3,0,0.586
2023-03-19,4,0,0.673
2023-03-19,5,0,0.933
2023-03-19,6,0,0.879
2023-03-19,7,0.023,0.83
2023-03-19,8,0.605,1.25
2023-03-19,9,4.315,0
2023-03-19,10,6.702,0
2023-03-19,11,8.352,0
2023-03-19,12,7.427,0
2023-03-19,13,7.888,0
2023-03-19,14,6.402,0
2023-03-19,15,6.189,0
2023-03-19,16,1.894,0.086
2023-03-19,17,0.535,0.318
2023-03-19,18,0.001,2.669
2023-03-19,19,0,1.822
2023-03-19,20,0,1.423
2023-03-19,21,0,0.745
2023-03-19,22,0,1.167
2023-03-19,23,0,0.626
2023-03-20,0,0,0.506
2023-03-20,1,0,0.587
2023-03-20,2,0,0.579
2023-03-20,3,0,0.634
2023-03-20,4,0,0.616
2023-03-20,5,0,0.77
2023-03-20,6,0,0.759
2023-03-20,7,0,0.84
2023-03-20,8,0.368,0.609
2023-03-20,9,1.635,0.055
2023-03-20,10,2.811,0
2023-03-20,11,3.353,0
2023-03-20,12,2.021,0.043
2023-03-20,13,1.388,0.089
2023-03-20,14,2.705,0.099
2023-03-20,15,1.851,0.269
2023-03-20,16,1.198,0.001
2023-03-20,17,0.114,0.689
2023-03-20,18,0.003,1.398
2023-03-20,19,0,1.845
2023-03-20,20,0,1.065
2023-03-20,21,0,0.618
2023-03-20,22,0,0.718
2023-03-20,23,0,0.542
2023-03-21,0,0,0.717
2023-03-21,1,0,0.646
2023-03-21,2,0,1.062
2023-03-21,3,0,0.576
2023-03-21,4,0,0.683
2023-03-21,5,0,0.904
2023-03-21,6,0,0.898
2023-03-21,7,0.059,0.736
2023-03-21,8,1.587,0.004
2023-03-21,9,0.935,0.151
2023-03-21,10,5.332,0.015
2023-03-21,11,7.81,0
2023-03-21,12,8.897,0
2023-03-21,13,7.36,0
2023-03-21,14,8.667,0
2023-03-21,15,6.475,0
2023-03-21,16,1.686,0
2023-03-21,17,0.452,0.004
2023-03-21,18,0.003,1.678
2023-03-21,19,0,2.651
2023-03-21,20,0,2.554
2023-03-21,21,0,2.54
2023-03-21,22,0,1.603
2023-03-21,23,0,0.5
2023-03-22,0,0,0.523
2023-03-22,1,0,0.559
2023-03-22,2,0,0.532
2023-03-22,3,0,0.537
2023-03-22,4,0,0.586
2023-03-22,5,0,0.869
2023-03-22,6,0,0.793
2023-03-22,7,0.121,0.787
2023-03-22,8,1.696,0.118
2023-03-22,9,4.077,0.001
2023-03-22,10,6.741,0
2023-03-22,11,6.805,0
2023-03-22,12,7.27,0
2023-03-22,13,7.242,0
2023-03-22,14,8.872,0
2023-03-22,15,6.569,0
2023-03-22,16,1.866,0.025
2023-03-22,17,0.609,1.296
2023-03-22,18,0,3.205
2023-03-22,19,0,1.068
2023-03-22,20,0,1.134
2023-03-22,21,0,1.185
2023-03-22,22,0,0.681
2023-03-22,23,0,0.565
2023-03-23,0,0,0.596
2023-03-23,1,0,0.571
2023-03-23,2,0,0.548
2023-03-23,3,0,0.925
2023-03-23,4,0,0.628
2023-03-23,5,0,0.773
2023-03-23,6,0,1.077
2023-03-23,7,0,2.22
2023-03-23,8,0.117,0.433
2023-03-23,9,1.54,0.074
2023-03-23,10,0.686,0.334
2023-03-23,11,6.706,0
2023-03-23,12,8.095,0
2023-03-23,13,6.197,0
2023-03-23,14,1.467,0.009
2023-03-23,15,0.795,0.12
2023-03-23,16,0.068,0.5
2023-03-23,17,0.61,0.263
2023-03-23,18,0,1.367
2023-03-23,19,0,1.235
2023-03-23,20,0,1.334
2023-03-23,21,0,1.229
2023-03-23,22,0,1.432
2023-03-23,23,0,1.246
2023-03-24,0,0,0.844
2023-03-24,1,0,1.205
2023-03-24,2,0,0.809
2023-03-24,3,0,0.807
2023-03-24,4,0,0.823
2023-03-24,5,0,1.041
2023-03-24,6,0,0.994
2023-03-24,7,0,1.143
2023-03-24,8,0,1.657
2023-03-24,9,0.203,0.708
2023-03-24,10,2.406,0
2023-03-24,11,4.972,0
2023-03-24,12,8.1,0
2023-03-24,13,9.026,0
2023-03-24,14,9.042,0
2023-03-24,15,6.916,0
2023-03-24,16,2.361,0.001
2023-03-24,17,0.724,0.104
2023-03-24,18,0.037,0.299
2023-03-24,19,0,1.076
2023-03-24,20,0,2.291
2023-03-24,21,0,3.737
2023-03-24,22,0,1.147
2023-03-24,23,0,0.82
2023-03-25,0,0,0.86
2023-03-25,1,0,0.486
2023-03-25,2,0,0.516
2023-03-25,3,0,0.505
2023-03-25,4,0,0.541
2023-03-25,5,0,0.763
2023-03-25,6,0,1.857
2023-03-25,7,0,2.578
2023-03-25,8,0.555,1.979
2023-03-25,9,3.34,0
2023-03-25,10,3.897,0
2023-03-25,11,6.124,0
2023-03-25,12,7.99,0
2023-03-25,13,7.744,0
2023-03-25,14,7.313,0
2023-03-25,15,5.008,0
2023-03-25,16,1.94,0
2023-03-25,17,0.753,0.603
2023-03-25,18,0,3.041
2023-03-25,19,0,1.867
2023-03-25,20,0,1.044
2023-03-25,21,0,1.575
2023-03-25,22,0,1.07
2023-03-25,23,0,0.918
2023-03-26,0,0,1.053
2023-03-26,1,0,1.655
2023-03-26,2,0,1.04
2023-03-26,3,0,1.004
2023-03-26,4,0,1.285
2023-03-26,5,0,1.273
2023-03-26,6,0,1.739
2023-03-26,7,0,1.147
2023-03-26,8,0.075,2.142
2023-03-26,9,1.494,0.226
2023-03-26,10,5.012,0
2023-03-26,11,5.489,0
2023-03-26,12,9.629,0
2023-03-26,13,9.458,0
2023-03-26,14,8.617,0
2023-03-26,15,6.136,0
2023-03-26,16,1.47,0.004
2023-03-26,17,0.371,0.919
2023-03-26,18,0,3.383
2023-03-26,19,0,1.323
2023-03-26,20,0,1.035
2023-03-26,21,0,1.235
2023-03-26,22,0,1.745
2023-03-26,23,0,0.842
2023-03-27,0,0,0.737
2023-03-27,1,0,0.778
2023-03-27,2,0,0.803
2023-03-27,3,0,0.757
2023-03-27,4,0,1.15
2023-03-27,5,0,1.421
2023-03-27,6,0,1.789
2023-03-27,7,0,2.831
2023-03-27,8,0.51,0.078
2023-03-27,9,2.857,0.347
2023-03-27,10,5.533,0
2023-03-27,11,3.562,0.273
2023-03-27,12,4.053,0
2023-03-27,13,2.943,0.217
2023-03-27,14,2.5,0.365
2023-03-27,15,5.877,0
2023-03-27,16,2.283,0
2023-03-27,17,0.85,0.087
2023-03-27,18,0.009,0.464
2023-03-27,19,0,0.674
2023-03-27,20,0,0.947
2023-03-27,21,0,0.856
2023-03-27,22,0,0.729
2023-03-27,23,0,0.923
2023-03-28,0,0,0.623
2023-03-28,1,0,1.335
2023-03-28,2,0,0.813
2023-03-28,3,0,0.82
2023-03-28,4,0,1.076
2023-03-28,5,0,1.228
2023-03-28,6,0,1.29
2023-03-28,7,0.019,0.978
2023-03-28,8,1.948,0.006
2023-03-28,9,4.11,0
2023-03-28,10,5.272,0
2023-03-28,11,6.723,0
2023-03-28,12,6.248,0
2023-03-28,13,8.587,0
2023-03-28,14,8.704,0
2023-03-28,15,6.224,0
2023-03-28,16,0.974,0.062
2023-03-28,17,0.469,0.648
2023-03-28,18,0.041,1.628
2023-03-28,19,0,0.768
2023-03-28,20,0,1.451
2023-03-28,21,0,0.88
2023-03-28,22,0,1.248
2023-03-28,23,0,1.065
2023-03-29,0,0,1.524
2023-03-29,1,0,1.154
2023-03-29,2,0,1.274
2023-03-29,3,0,1.22
2023-03-29,4,0,1.583
2023-03-29,5,0,1.358
2023-03-29,6,0,1.968
2023-03-29,7,0,1.722
2023-03-29,8,0.411,0.639
2023-03-29,9,2.242,0.396
2023-03-29,10,7.047,0
2023-03-29,11,6.991,0
2023-03-29,12,8.514,0
2023-03-29,13,7.631,0
2023-03-29,14,7.757,0
2023-03-29,15,6.111,0
2023-03-29,16,2.092,0.001
2023-03-29,17,0.851,0.51
2023-03-29,18,0.079,1.359
2023-03-29,19,0,1.137
2023-03-29,20,0,2.572
2023-03-29,21,0,2.667
2023-03-29,22,0,0.894
2023-03-29,23,0,0.745
2023-03-30,0,0,0.748
2023-03-30,1,0,0.744
2023-03-30,2,0,0.728
2023-03-30,3,0,0.731
2023-03-30,4,0,0.833
2023-03-30,5,0,1.086
2023-03-30,6,0,1.196
2023-03-30,7,0.236,2.882
2023-03-30,8,1.797,0.117
2023-03-30,9,4.477,0
2023-03-30,10,5.117,0
2023-03-30,11,8.813,0
2023-03-30,12,6.771,0
2023-03-30,13,9.139,0
2023-03-30,14,8.463,0
2023-03-30,15,6.414,0
2023-03-30,16,1.886,0
2023-03-30,17,0.422,0.346
2023-03-30,18,0.071,0.268
2023-03-30,19,0,0.503
2023-03-30,20,0,0.638
2023-03-30,21,0,0.518
2023-03-30,22,0,0.586
2023-03-30,23,0,0.649
2023-03-31,0,0,0.566
2023-03-31,1,0,0.722
2023-03-31,2,0,0.689
2023-03-31,3,0,0.938
2023-03-31,4,0,0.6
2023-03-31,5,0,0.58
2023-03-31,6,0,0.657
2023-03-31,7,0.034,0.166
2023-03-31,8,0.816,0.1
2023-03-31,9,2.057,0.017
2023-03-31,10,2.502,0
2023-03-31,11,4.489,0
2023-03-31,12,3.519,0
2023-03-31,13,1.906,0.001
2023-03-31,14,0.779,0.417
2023-03-31,15,0.406,0.039
2023-03-31,16,0.02,0.749
2023-03-31,17,0,1.012
2023-03-31,18,0,1.15
2023-03-31,19,0,1.439
2023-03-31,20,0,1.215
2023-03-31,21,0,1.021
2023-03-31,22,0,2.128
2023-03-31,23,0,1.161
2023-04-01,0,0,1.217
2023-04-01,1,0,1.627
2023-04-01,2,0,1.146
2023-04-01,3,0,0.974
2023-04-01,4,0,1.134
2023-04-01,5,0,1.319
2023-04-01,6,0,1.133
2023-04-01,7,0.003,0.857
2023-04-01,8,0.713,0.107
2023-04-01,9,3.455,0
2023-04-01,10,5.168,0
2023-04-01,11,5.495,0
2023-04-01,12,4.503,0
2023-04-01,13,2.511,0.001
2023-04-01,14,6.337,0
2023-04-01,15,7.077,0
2023-04-01,16,1.974,0.009
2023-04-01,17,1.028,0.088
2023-04-01,18,0.003,0.757
2023-04-01,19,0,1.019
2023-04-01,20,0,1.066
2023-04-01,21,0,1.315
2023-04-01,22,0,1.089
2023-04-01,23,0,1.174
2023-04-02,0,0,1.091
2023-04-02,1,0,1.118
2023-04-02,2,0,1.149
2023-04-02,3,0,1.105
2023-04-02,4,0,1.015
2023-04-02,5,0,1.087
2023-04-02,6,0,1.023
2023-04-02,7,0.005,1.193
2023-04-02,8,2.018,0.236
2023-04-02,9,5.399,0
2023-04-02,10,7.849,0
2023-04-02,11,9.514,0
2023-04-02,12,10.161,0
2023-04-02,13,9.615,0
2023-04-02,14,6.634,0
2023-04-02,15,2.035,0.464
2023-04-02,16,2.276,0.001
2023-04-02,17,0.372,2.373
2023-04-02,18,0.027,0.612
2023-04-02,19,0,0.837
2023-04-02,20,0,1.195
2023-04-02,21,0,0.951
2023-04-02,22,0,0.824
2023-04-02,23,0,3.336
2023-04-03,0,0,0.602
2023-04-03,1,0,0.626
2023-04-03,2,0,1.041
2023-04-03,3,0,0.677
2023-04-03,4,0,0.591
2023-04-03,5,0,0.924
2023-04-03,6,0,0.987
2023-04-03,7,0,1.39
2023-04-03,8,2.238,0.113
2023-04-03,9,4.834,0
2023-04-03,10,7.087,0
2023-04-03,11,7.872,0
2023-04-03,12,7.696,0
2023-04-03,13,7.776,0
2023-04-03,14,5.87,0
2023-04-03,15,1.963,0.567
2023-04-03,16,0.472,1.487
2023-04-03,17,0.4,0.56
2023-04-03,18,0,1.607
2023-04-03,19,0,0.85
2023-04-03,20,0,1.398
2023-04-03,21,0,2.183
2023-04-03,22,0,2.152
2023-04-03,23,0,1.051
2023-04-04,0,0,0.666
2023-04-04,1,0,0.544
2023-04-04,2,0,0.665
2023-04-04,3,0,0.849
2023-04-04,4,0,0.743
2023-04-04,5,0,0.712
2023-04-04,6,0,1.12
2023-04-04,7,0.231,0.823
2023-04-04,8,2.277,0.003
2023-04-04,9,5.116,0
2023-04-04,10,7.872,0
2023-04-04,11,8.368,0
2023-04-04,12,9.966,0
2023-04-04,13,5.851,0
2023-04-04,14,2.666,0.715
2023-04-04,15,0.014,2.504
2023-04-04,16,0,1.748
2023-04-04,17,0.507,0.456
2023-04-04,18,0,0.977
2023-04-04,19,0,1.415
2023-04-04,20,0,1.339
2023-04-04,21,0,0.907
2023-04-04,22,0,0.726
2023-04-04,23,0,0.501
2023-04-05,0,0,0.674
2023-04-05,0,0,0
2023-04-05,1,0,0.705
2023-04-05,2,0,0.703
2023-04-05,3,0,0.688
2023-04-05,4,0,1.039
2023-04-05,5,0,0.757
2023-04-05,6,0,2.17
2023-04-05,7,0.307,0.715
2023-04-05,8,0,0
2023-04-05,9,0,0
2023-04-05,10,0,0
2023-04-05,11,0,0
2023-04-05,13,0,0
2023-04-05,14,0,0
2023-04-05,15,0,0
2023-04-05,16,0,0
2023-04-05,17,0,0
2023-04-05,18,0,0
2023-04-05,19,0,0
2023-04-05,20,0,0
2023-04-05,21,0,0
2023-04-05,22,0,0
2023-04-05,23,0,0
2023-04-06,0,0,0.487
2023-04-06,1,0,0.878
2023-04-06,2,0,0.485
2023-04-06,3,0,0.486
2023-04-06,4,0,0.454
2023-04-06,5,0,0.435
2023-04-06,6,0,1.161
2023-04-06,7,0.032,0.534
2023-04-06,8,0.526,0.373
2023-04-06,9,2.124,0.001
2023-04-06,10,3.188,0.004
2023-04-06,11,1.609,0.024
2023-04-06,12,2.972,0.071
2023-04-06,13,1.074,0.045
2023-04-06,14,2.733,0
2023-04-06,15,0.989,0.023
2023-04-06,16,0.046,0.346
2023-04-06,17,0,1.423
2023-04-06,18,0,1.161
2023-04-06,19,0,1.879
2023-04-06,20,0,1.533
2023-04-06,21,0,1.435
2023-04-06,22,0,1.002
2023-04-06,23,0,0.955
2023-04-07,0,0,0.869
2023-04-07,1,0,0.847
2023-04-07,2,0,0.82
2023-04-07,3,0,0.868
2023-04-07,4,0,0.864
2023-04-07,5,0,1.502
2023-04-07,6,0,3.112
2023-04-07,7,0,2.586
2023-04-07,8,0.007,1.755
2023-04-07,9,0.348,1.274
2023-04-07,10,0.629,0.454
2023-04-07,11,1.031,0.049
2023-04-07,12,1.308,0.085
2023-04-07,13,0.486,1.696
2023-04-07,14,1.451,0.009
2023-04-07,15,0.064,0.209
2023-04-07,16,0.173,0.867
2023-04-07,17,0.005,2.307
2023-04-07,18,0,0.841
2023-04-07,19,0,1.602
2023-04-07,20,0,2.134
2023-04-07,21,0,1.359
2023-04-07,22,0,1.022
2023-04-07,23,0,0.88
2023-04-08,0,0,0.822
2023-04-08,1,0,0.829
2023-04-08,2,0,0.855
2023-04-08,3,0,0.863
2023-04-08,4,0,0.807
2023-04-08,5,0,1.109
2023-04-08,6,0,2.473
2023-04-08,7,0,2.863
2023-04-08,8,0.052,2.31
2023-04-08,9,0.96,0.059
2023-04-08,10,1.223,0
2023-04-08,11,1.36,0
2023-04-08,12,0.913,0.23
2023-04-08,13,1.581,0.279
2023-04-08,14,3.206,0
2023-04-08,15,2.97,0
2023-04-08,16,1.106,0.001
2023-04-08,17,0.15,0.151
2023-04-08,18,0.116,0.322
2023-04-08,19,0,0.911
2023-04-08,20,0,1.036
2023-04-08,21,0,1.567
2023-04-08,22,0,1.622
2023-04-08,23,0,0.676
2023-04-09,0,0,1.129
2023-04-09,1,0,0.836
2023-04-09,2,0,0.741
2023-04-09,3,0,1.279
2023-04-09,4,0,0.57
2023-04-09,5,0,1.699
2023-04-09,6,0,1.399
2023-04-09,7,0,2.22
2023-04-09,8,2.337,0.187
2023-04-09,9,2.332,0
2023-04-09,10,1.958,0
2023-04-09,11,0.702,0.003
2023-04-09,12,0.624,0.254
2023-04-09,13,1.273,0.008
2023-04-09,14,2.815,0
2023-04-09,15,0.606,0.004
2023-04-09,16,0.255,0.153
2023-04-09,17,0.01,0.444
2023-04-09,18,0.005,0.714
2023-04-09,19,0,1.591
2023-04-09,20,0,1.385
2023-04-09,21,0,0.875
2023-04-09,22,0,1.355
2023-04-09,23,0,0.71
2023-04-10,0,0,0.645
2023-04-10,1,0,0.604
2023-04-10,2,0,0.661
2023-04-10,3,0,0.638
2023-04-10,4,0,0.698
2023-04-10,5,0,1.125
2023-04-10,6,0,1.242
2023-04-10,7,0.013,2.928
2023-04-10,8,0.068,0.3
2023-04-10,9,0.037,0.831
2023-04-10,10,0.228,0.964
2023-04-10,11,0.811,0.612
2023-04-10,12,0.603,0.642
2023-04-10,13,0.672,0.116
2023-04-10,14,0.62,0.119
2023-04-10,15,0.49,0.38
2023-04-10,16,0.368,0.229
2023-04-10,17,0.404,0.005
2023-04-10,18,0.001,2.514
2023-04-10,19,0,1.337
2023-04-10,20,0,1.311
2023-04-10,21,0,1.061
2023-04-10,22,0,0.71
2023-04-10,23,0,0.591
2023-04-11,0,0,0.507
2023-04-11,1,0,0.486
2023-04-11,2,0,0.48
2023-04-11,3,0,0.467
2023-04-11,4,0,0.482
2023-04-11,5,0,0.755
2023-04-11,6,0,0.66
2023-04-11,7,0.02,0.979
2023-04-11,8,0.344,0.212
2023-04-11,9,0.878,0.581
2023-04-11,10,5.479,0.138
2023-04-11,11,6.728,0
2023-04-11,12,8.519,0
2023-04-11,13,2.12,0.074
2023-04-11,14,0.486,0.284
2023-04-11,15,0.136,0.584
2023-04-11,16,0.366,0.647
2023-04-11,17,0.29,1.192
2023-04-11,18,0.109,0.986
2023-04-11,19,0,0.811
2023-04-11,20,0,1.023
2023-04-11,21,0,1.509
2023-04-11,22,0,1.318
2023-04-11,23,0,1.146
2023-04-12,0,0,0.854
2023-04-12,1,0,0.897
2023-04-12,2,0,0.935
2023-04-12,3,0,0.877
2023-04-12,4,0,1.012
2023-04-12,5,0,1.602
2023-04-12,6,0,1.183
2023-04-12,7,0.061,0.885
2023-04-12,8,0.083,0.413
2023-04-12,9,2.361,0.009
2023-04-12,10,2.586,0
2023-04-12,11,2.614,0.001
2023-04-12,12,2.104,0
2023-04-12,13,2.932,0
2023-04-12,14,3.805,0
2023-04-12,15,4.019,0
2023-04-12,16,1.643,0.116
2023-04-12,17,0.246,0.014
2023-04-12,18,0.196,0.02
2023-04-12,19,0,0.51
2023-04-12,20,0,1.054
2023-04-12,21,0,0.939
2023-04-12,22,0,0.598
2023-04-12,23,0,0.612
2023-04-13,0,0,0.505
2023-04-13,1,0,0.58
2023-04-13,2,0,0.512
2023-04-13,3,0,1.071
2023-04-13,4,0,0.649
2023-04-13,5,0,0.768
2023-04-13,6,0.007,0.687
2023-04-13,7,0.019,1.506
2023-04-13,8,1.764,0.899
2023-04-13,9,3.727,0
2023-04-13,10,6.382,0
2023-04-13,11,8.015,0
2023-04-13,12,7.783,0
2023-04-13,13,8.955,0
2023-04-13,14,6.296,0
2023-04-13,15,6.355,0
2023-04-13,16,1.639,0
2023-04-13,17,0.525,0.04
2023-04-13,18,0.051,0.21
2023-04-13,19,0,1.496
2023-04-13,20,0,0.928
2023-04-13,21,0,0.777
2023-04-13,22,0,1.659
2023-04-13,23,0,0.694
2023-04-14,0,0,0.915
2023-04-14,1,0,0.656
2023-04-14,2,0,0.576
2023-04-14,3,0,0.604
2023-04-14,4,0,0.487
2023-04-14,5,0,0.608
2023-04-14,6,0.004,0.795
2023-04-14,7,0.423,0.285
2023-04-14,8,2.877,0.005
2023-04-14,9,6.053,0
2023-04-14,10,8.12,0
2023-04-14,11,9.251,0
2023-04-14,12,9.897,0
2023-04-14,13,10.062,0
2023-04-14,14,9.31,0
2023-04-14,15,6.451,0
2023-04-14,16,2.674,0
2023-04-14,17,1.444,0
2023-04-14,18,0.156,0.155
2023-04-14,19,0,0.834
2023-04-14,20,0,1.256
2023-04-14,21,0,0.806
2023-04-14,22,0,1.057
2023-04-14,23,0,0.635
2023-04-15,0,0,0.508
2023-04-15,1,0,0.617
2023-04-15,2,0,0.572
2023-04-15,3,0,0.476
2023-04-15,4,0,0.597
2023-04-15,5,0,0.614
2023-04-15,6,0.009,0.582
2023-04-15,7,0.406,0.053
2023-04-15,8,3.092,0.001
2023-04-15,9,5.262,0
2023-04-15,10,6.786,0
2023-04-15,11,8.065,0
2023-04-15,12,8.982,0
2023-04-15,13,4.587,0
2023-04-15,14,2.876,0
2023-04-15,15,1.007,0.249
2023-04-15,16,0.262,0.25
2023-04-15,17,0,1.823
2023-04-15,18,0,1.308
2023-04-15,19,0,1.734
2023-04-15,20,0,1.475
2023-04-15,21,0,1.192
2023-04-15,22,0,1.219
2023-04-15,23,0,1.106
2023-04-16,0,0,1.107
2023-04-16,1,0,1.037
2023-04-16,2,0,1.133
2023-04-16,3,0,1.096
2023-04-16,4,0,1.01
2023-04-16,5,0,1.542
2023-04-16,6,0.003,1.113
2023-04-16,7,0.273,0.4
2023-04-16,8,0.631,0.491
2023-04-16,9,2.182,0.031
2023-04-16,10,3.538,0
2023-04-16,11,1.665,0.042
2023-04-16,12,1.251,0.064
2023-04-16,13,0.539,1.423
2023-04-16,14,0.004,1.33
2023-04-16,15,0,0.87
2023-04-16,16,0.001,2.472
2023-04-16,17,0.011,0.706
2023-04-16,18,0.04,0.439
2023-04-16,19,0,1.828
2023-04-16,20,0,1.462
2023-04-16,21,0,3.254
2023-04-16,22,0,3.327
2023-04-16,23,0,1.948
2023-04-17,0,0,3.131
2023-04-17,1,0,1.071
2023-04-17,2,0,1.081
2023-04-17,3,0,0.936
2023-04-17,4,0,1.12
2023-04-17,5,0,1.319
2023-04-17,6,0,1.215
2023-04-17,7,0.084,1.755
2023-04-17,8,2.85,0.022
2023-04-17,9,5.795,0
2023-04-17,10,8.298,0
2023-04-17,11,7.893,0
2023-04-17,12,4.817,0
2023-04-17,13,8.367,0
2023-04-17,14,7.632,0
2023-04-17,15,6.226,0
2023-04-17,16,0.979,1.227
2023-04-17,17,0.952,0.215
2023-04-17,18,0.071,0.164
2023-04-17,19,0,0.657
2023-04-17,20,0,0.724
2023-04-17,21,0,1.04
