date,kWh
2022-08-19T05:00:00Z,0.002
2022-08-19T06:00:00Z,0.24
2022-08-19T07:00:00Z,1.6
2022-08-19T08:00:00Z,2.6
2022-08-19T09:00:00Z,4.1
2022-08-19T10:00:00Z,4.42
2022-08-19T11:00:00Z,4.68
2022-08-19T12:00:00Z,5.84
2022-08-19T13:00:00Z,3.37
2022-08-19T14:00:00Z,3.87
2022-08-19T15:00:00Z,5.06
2022-08-19T16:00:00Z,2.88
2022-08-19T17:00:00Z,1.18
2022-08-19T18:00:00Z,0.34
2022-08-19T19:00:00Z,0.11
2022-08-19T20:00:00Z,0.006
2022-08-20T05:00:00Z,0.0001
2022-08-20T06:00:00Z,0.13
2022-08-20T07:00:00Z,0.84
2022-08-20T08:00:00Z,3
2022-08-20T09:00:00Z,3.92
2022-08-20T10:00:00Z,3.03
2022-08-20T11:00:00Z,3.44
2022-08-20T12:00:00Z,8.97
2022-08-20T13:00:00Z,8.16
2022-08-20T14:00:00Z,6.62
2022-08-20T15:00:00Z,3.25
2022-08-20T16:00:00Z,2.96
2022-08-20T17:00:00Z,1.8
2022-08-20T18:00:00Z,1.42
2022-08-20T19:00:00Z,0.22
2022-08-20T20:00:00Z,0.002
2022-08-21T05:00:00Z,0.0002
2022-08-21T06:00:00Z,0.1
2022-08-21T07:00:00Z,0.96
2022-08-21T08:00:00Z,3.64
2022-08-21T09:00:00Z,5.09
2022-08-21T10:00:00Z,2.96
2022-08-21T11:00:00Z,7.52
2022-08-21T12:00:00Z,9.54
2022-08-21T13:00:00Z,9.44
2022-08-21T14:00:00Z,6.61
2022-08-21T15:00:00Z,5.98
2022-08-21T16:00:00Z,2.77
2022-08-21T17:00:00Z,2.4
2022-08-21T18:00:00Z,0.85
2022-08-21T19:00:00Z,0.21
2022-08-21T20:00:00Z,0.0008
2022-08-22T05:00:00Z,0.003
2022-08-22T06:00:00Z,0.17
2022-08-22T07:00:00Z,1.33
2022-08-22T08:00:00Z,3.62
2022-08-22T09:00:00Z,5
2022-08-22T10:00:00Z,6.74
2022-08-22T11:00:00Z,5.49
2022-08-22T12:00:00Z,5.29
2022-08-22T13:00:00Z,3.6
2022-08-22T14:00:00Z,1.86
2022-08-22T15:00:00Z,1.27
2022-08-22T16:00:00Z,2.56
2022-08-22T17:00:00Z,0.93
2022-08-22T18:00:00Z,0.06
2022-08-22T19:00:00Z,0.01
2022-08-22T20:00:00Z,0
2022-08-23T05:00:00Z,0
2022-08-23T06:00:00Z,0.28
2022-08-23T07:00:00Z,1.46
2022-08-23T08:00:00Z,2.64
2022-08-23T09:00:00Z,2.96
2022-08-23T10:00:00Z,3.62
2022-08-23T11:00:00Z,5.3
2022-08-23T12:00:00Z,6.25
2022-08-23T13:00:00Z,7.56
2022-08-23T14:00:00Z,9.65
2022-08-23T15:00:00Z,7.8
2022-08-23T16:00:00Z,3.89
2022-08-23T17:00:00Z,0.73
2022-08-23T18:00:00Z,0.62
2022-08-23T19:00:00Z,0.19
2022-08-23T20:00:00Z,0
2022-08-24T05:00:00Z,0.0002
2022-08-24T06:00:00Z,0.16
2022-08-24T07:00:00Z,1.35
2022-08-24T08:00:00Z,3.65
2022-08-24T09:00:00Z,6.01
2022-08-24T10:00:00Z,7.9
2022-08-24T11:00:00Z,9.17
2022-08-24T12:00:00Z,9.77
2022-08-24T13:00:00Z,9.7
2022-08-24T14:00:00Z,8.91
2022-08-24T15:00:00Z,7.05
2022-08-24T16:00:00Z,3.62
2022-08-24T17:00:00Z,2.89
2022-08-24T18:00:00Z,1.49
2022-08-24T19:00:00Z,0.36
2022-08-24T20:00:00Z,0.0006
2022-08-25T05:00:00Z,0.0001
2022-08-25T06:00:00Z,0.15
2022-08-25T07:00:00Z,1.3
2022-08-25T08:00:00Z,3.65
2022-08-25T09:00:00Z,6.01
2022-08-25T10:00:00Z,7.83
2022-08-25T11:00:00Z,9.09
2022-08-25T12:00:00Z,9.96
2022-08-25T13:00:00Z,7.96
2022-08-25T14:00:00Z,7.42
2022-08-25T15:00:00Z,3.74
2022-08-25T16:00:00Z,3.71
2022-08-25T17:00:00Z,2.64
2022-08-25T18:00:00Z,1.11
2022-08-25T19:00:00Z,0.37
2022-08-25T20:00:00Z,0
