date,kWh
2022-08-05T05:00:00Z,0.009
2022-08-05T06:00:00Z,0.26
2022-08-05T07:00:00Z,1.65
2022-08-05T08:00:00Z,4.26
2022-08-05T09:00:00Z,6.68
2022-08-05T10:00:00Z,8.71
2022-08-05T11:00:00Z,10.14
2022-08-05T12:00:00Z,9.16
2022-08-05T13:00:00Z,7.58
2022-08-05T14:00:00Z,10.05
2022-08-05T15:00:00Z,8.41
2022-08-05T16:00:00Z,4.7
2022-08-05T17:00:00Z,2.67
2022-08-05T18:00:00Z,0.92
2022-08-05T19:00:00Z,0.26
2022-08-05T20:00:00Z,0.05
2022-08-06T05:00:00Z,0.01
2022-08-06T06:00:00Z,0.3
2022-08-06T07:00:00Z,1.78
2022-08-06T08:00:00Z,4.39
2022-08-06T09:00:00Z,6.76
2022-08-06T10:00:00Z,8.62
2022-08-06T11:00:00Z,9.87
2022-08-06T12:00:00Z,10.44
2022-08-06T13:00:00Z,10.39
2022-08-06T14:00:00Z,9.58
2022-08-06T15:00:00Z,7.93
2022-08-06T16:00:00Z,5.09
2022-08-06T17:00:00Z,2.53
2022-08-06T18:00:00Z,0.75
2022-08-06T19:00:00Z,0.24
2022-08-06T20:00:00Z,0.04
2022-08-07T05:00:00Z,0.01
2022-08-07T06:00:00Z,0.28
2022-08-07T07:00:00Z,1.72
2022-08-07T08:00:00Z,4.27
2022-08-07T09:00:00Z,6.58
2022-08-07T10:00:00Z,8.42
2022-08-07T11:00:00Z,9.68
2022-08-07T12:00:00Z,10.24
2022-08-07T13:00:00Z,10.19
2022-08-07T14:00:00Z,9.44
2022-08-07T15:00:00Z,7.77
2022-08-07T16:00:00Z,4.82
2022-08-07T17:00:00Z,2.48
2022-08-07T18:00:00Z,0.92
2022-08-07T19:00:00Z,0.35
2022-08-07T20:00:00Z,0.05
2022-08-08T05:00:00Z,0.009
2022-08-08T06:00:00Z,0.29
2022-08-08T07:00:00Z,1.7
2022-08-08T08:00:00Z,4.24
2022-08-08T09:00:00Z,6.5
2022-08-08T10:00:00Z,8.32
2022-08-08T11:00:00Z,9.54
2022-08-08T12:00:00Z,10.04
2022-08-08T13:00:00Z,10.01
2022-08-08T14:00:00Z,9.28
2022-08-08T15:00:00Z,7.7
2022-08-08T16:00:00Z,4.73
2022-08-08T17:00:00Z,2.4
2022-08-08T18:00:00Z,0.77
2022-08-08T19:00:00Z,0.28
2022-08-08T20:00:00Z,0.05
2022-08-09T05:00:00Z,0.008
2022-08-09T06:00:00Z,0.31
2022-08-09T07:00:00Z,1.54
2022-08-09T08:00:00Z,3.92
2022-08-09T09:00:00Z,5.95
2022-08-09T10:00:00Z,7.11
2022-08-09T11:00:00Z,4.91
2022-08-09T12:00:00Z,3
2022-08-09T13:00:00Z,2.13
2022-08-09T14:00:00Z,2.6
2022-08-09T15:00:00Z,1.72
2022-08-09T16:00:00Z,3.53
2022-08-09T17:00:00Z,2.33
2022-08-09T18:00:00Z,0.93
2022-08-09T19:00:00Z,0.32
2022-08-09T20:00:00Z,0.02
2022-08-10T05:00:00Z,0.0005
2022-08-10T06:00:00Z,0.05
2022-08-10T07:00:00Z,0.42
2022-08-10T08:00:00Z,1.89
2022-08-10T09:00:00Z,1.12
2022-08-10T10:00:00Z,2.3
2022-08-10T11:00:00Z,3.63
2022-08-10T12:00:00Z,7.77
2022-08-10T13:00:00Z,6.81
2022-08-10T14:00:00Z,9.91
2022-08-10T15:00:00Z,7.54
2022-08-10T16:00:00Z,4.64
2022-08-10T17:00:00Z,2.53
2022-08-10T18:00:00Z,1.05
2022-08-10T19:00:00Z,0.22
2022-08-10T20:00:00Z,0.01
2022-08-11T05:00:00Z,0.007
2022-08-11T06:00:00Z,0.34
2022-08-11T07:00:00Z,1.57
2022-08-11T08:00:00Z,3.89
2022-08-11T09:00:00Z,6.12
2022-08-11T10:00:00Z,7.75
2022-08-11T11:00:00Z,5.65
2022-08-11T12:00:00Z,9.55
2022-08-11T13:00:00Z,9.83
2022-08-11T14:00:00Z,9.11
2022-08-11T15:00:00Z,7.69
2022-08-11T16:00:00Z,4.02
2022-08-11T17:00:00Z,1.8
2022-08-11T18:00:00Z,0.48
2022-08-11T19:00:00Z,0.13
2022-08-11T20:00:00Z,0.006
