date,kWh
2022-09-02T06:00:00Z,0.1
2022-09-02T07:00:00Z,1.14
2022-09-02T08:00:00Z,3.37
2022-09-02T09:00:00Z,5.77
2022-09-02T10:00:00Z,7.66
2022-09-02T11:00:00Z,8.9
2022-09-02T12:00:00Z,9.22
2022-09-02T13:00:00Z,8.96
2022-09-02T14:00:00Z,8.3
2022-09-02T15:00:00Z,4.68
2022-09-02T16:00:00Z,1.54
2022-09-02T17:00:00Z,0.7
2022-09-02T18:00:00Z,0.25
2022-09-02T19:00:00Z,0.05
2022-09-03T06:00:00Z,0.08
2022-09-03T07:00:00Z,1.05
2022-09-03T08:00:00Z,2.97
2022-09-03T09:00:00Z,5.34
2022-09-03T10:00:00Z,7.01
2022-09-03T11:00:00Z,6.7
2022-09-03T12:00:00Z,5.88
2022-09-03T13:00:00Z,4.85
2022-09-03T14:00:00Z,5.14
2022-09-03T15:00:00Z,5.11
2022-09-03T16:00:00Z,1.93
2022-09-03T17:00:00Z,0.71
2022-09-03T18:00:00Z,0.41
2022-09-03T19:00:00Z,0.05
2022-09-04T06:00:00Z,0.1
2022-09-04T07:00:00Z,1.04
2022-09-04T08:00:00Z,2.78
2022-09-04T09:00:00Z,5.2
2022-09-04T10:00:00Z,7
2022-09-04T11:00:00Z,6.51
2022-09-04T12:00:00Z,7.04
2022-09-04T13:00:00Z,3.48
2022-09-04T14:00:00Z,1.6
2022-09-04T15:00:00Z,1.67
2022-09-04T16:00:00Z,1.69
2022-09-04T17:00:00Z,0.87
2022-09-04T18:00:00Z,0.35
2022-09-04T19:00:00Z,0.13
2022-09-05T06:00:00Z,0.04
2022-09-05T07:00:00Z,0.76
2022-09-05T08:00:00Z,3.28
2022-09-05T09:00:00Z,6.25
2022-09-05T10:00:00Z,8.41
2022-09-05T11:00:00Z,10.08
2022-09-05T12:00:00Z,10.36
2022-09-05T13:00:00Z,10.15
2022-09-05T14:00:00Z,9.06
2022-09-05T15:00:00Z,6.7
2022-09-05T16:00:00Z,2.54
2022-09-05T17:00:00Z,1.63
2022-09-05T18:00:00Z,0.53
2022-09-05T19:00:00Z,0.06
2022-09-06T06:00:00Z,0.04
2022-09-06T07:00:00Z,1.11
2022-09-06T08:00:00Z,3.53
2022-09-06T09:00:00Z,6.03
2022-09-06T10:00:00Z,7.96
2022-09-06T11:00:00Z,9.26
2022-09-06T12:00:00Z,9.8
2022-09-06T13:00:00Z,9.63
2022-09-06T14:00:00Z,8.68
2022-09-06T15:00:00Z,6.18
2022-09-06T16:00:00Z,2.59
2022-09-06T17:00:00Z,1.58
2022-09-06T18:00:00Z,0.52
2022-09-06T19:00:00Z,0.06
2022-09-07T06:00:00Z,0.05
2022-09-07T07:00:00Z,0.59
2022-09-07T08:00:00Z,2.44
2022-09-07T09:00:00Z,2.08
2022-09-07T10:00:00Z,3.81
2022-09-07T11:00:00Z,7.04
2022-09-07T12:00:00Z,10.2
2022-09-07T13:00:00Z,10.02
2022-09-07T14:00:00Z,9.2
2022-09-07T15:00:00Z,6.66
2022-09-07T16:00:00Z,2.46
2022-09-07T17:00:00Z,1.59
2022-09-07T18:00:00Z,0.43
2022-09-07T19:00:00Z,0.06
2022-09-08T06:00:00Z,0.03
2022-09-08T07:00:00Z,1.03
2022-09-08T08:00:00Z,3.45
2022-09-08T09:00:00Z,4.37
2022-09-08T10:00:00Z,7.44
2022-09-08T11:00:00Z,4.95
2022-09-08T12:00:00Z,8.42
2022-09-08T13:00:00Z,9.26
2022-09-08T14:00:00Z,7.39
2022-09-08T15:00:00Z,3.33
2022-09-08T16:00:00Z,2.44
2022-09-08T17:00:00Z,1.57
2022-09-08T18:00:00Z,0.41
2022-09-08T19:00:00Z,0.04
