date,kWh
2022-07-22T05:00:00Z,0.05
2022-07-22T06:00:00Z,0.37
2022-07-22T07:00:00Z,1.86
2022-07-22T08:00:00Z,4.36
2022-07-22T09:00:00Z,6.52
2022-07-22T10:00:00Z,8.25
2022-07-22T11:00:00Z,9.39
2022-07-22T12:00:00Z,10.1
2022-07-22T13:00:00Z,10.12
2022-07-22T14:00:00Z,9.39
2022-07-22T15:00:00Z,7.65
2022-07-22T16:00:00Z,5.89
2022-07-22T17:00:00Z,1.86
2022-07-22T18:00:00Z,1.05
2022-07-22T19:00:00Z,0.92
2022-07-22T20:00:00Z,0.17
2022-07-23T05:00:00Z,0.08
2022-07-23T06:00:00Z,0.36
2022-07-23T07:00:00Z,1.36
2022-07-23T08:00:00Z,0.81
2022-07-23T09:00:00Z,2.64
2022-07-23T10:00:00Z,1.83
2022-07-23T11:00:00Z,9.63
2022-07-23T12:00:00Z,9.49
2022-07-23T13:00:00Z,8.75
2022-07-23T14:00:00Z,7.78
2022-07-23T15:00:00Z,6.67
2022-07-23T16:00:00Z,5.76
2022-07-23T17:00:00Z,2.82
2022-07-23T18:00:00Z,0.98
2022-07-23T19:00:00Z,0.37
2022-07-23T20:00:00Z,0.13
2022-07-24T05:00:00Z,0.07
2022-07-24T06:00:00Z,0.41
2022-07-24T07:00:00Z,1.85
2022-07-24T08:00:00Z,4.36
2022-07-24T09:00:00Z,6.65
2022-07-24T10:00:00Z,8.33
2022-07-24T11:00:00Z,9.53
2022-07-24T12:00:00Z,9.15
2022-07-24T13:00:00Z,8.39
2022-07-24T14:00:00Z,9.52
2022-07-24T15:00:00Z,7.08
2022-07-24T16:00:00Z,3.6
2022-07-24T17:00:00Z,1.71
2022-07-24T18:00:00Z,1.69
2022-07-24T19:00:00Z,0.86
2022-07-24T20:00:00Z,0.13
2022-07-25T05:00:00Z,0.03
2022-07-25T06:00:00Z,0.41
2022-07-25T07:00:00Z,1.86
2022-07-25T08:00:00Z,4.32
2022-07-25T09:00:00Z,6.48
2022-07-25T10:00:00Z,8.19
2022-07-25T11:00:00Z,9.45
2022-07-25T12:00:00Z,10.07
2022-07-25T13:00:00Z,10.1
2022-07-25T14:00:00Z,9.42
2022-07-25T15:00:00Z,8.12
2022-07-25T16:00:00Z,5.69
2022-07-25T17:00:00Z,2.74
2022-07-25T18:00:00Z,0.78
2022-07-25T19:00:00Z,0.31
2022-07-25T20:00:00Z,0.1
2022-07-26T05:00:00Z,0.02
2022-07-26T06:00:00Z,0.32
2022-07-26T07:00:00Z,1.75
2022-07-26T08:00:00Z,4.26
2022-07-26T09:00:00Z,6.5
2022-07-26T10:00:00Z,8.17
2022-07-26T11:00:00Z,9.56
2022-07-26T12:00:00Z,10.08
2022-07-26T13:00:00Z,10
2022-07-26T14:00:00Z,9.37
2022-07-26T15:00:00Z,8.08
2022-07-26T16:00:00Z,5.61
2022-07-26T17:00:00Z,2.69
2022-07-26T18:00:00Z,0.86
2022-07-26T19:00:00Z,0.3
2022-07-26T20:00:00Z,0.09
2022-07-27T05:00:00Z,0.02
2022-07-27T06:00:00Z,0.3
2022-07-27T07:00:00Z,1.58
2022-07-27T08:00:00Z,3.91
2022-07-27T09:00:00Z,6.03
2022-07-27T10:00:00Z,7.66
2022-07-27T11:00:00Z,8.87
2022-07-27T12:00:00Z,9.46
2022-07-27T13:00:00Z,9.44
2022-07-27T14:00:00Z,8.77
2022-07-27T15:00:00Z,7.51
2022-07-27T16:00:00Z,5.12
2022-07-27T17:00:00Z,2.42
2022-07-27T18:00:00Z,0.84
2022-07-27T19:00:00Z,0.29
2022-07-27T20:00:00Z,0.08
2022-07-28T05:00:00Z,0.02
2022-07-28T06:00:00Z,0.39
2022-07-28T07:00:00Z,1.17
2022-07-28T08:00:00Z,3.15
2022-07-28T09:00:00Z,6.05
2022-07-28T10:00:00Z,7.85
2022-07-28T11:00:00Z,9.08
2022-07-28T12:00:00Z,9.7
2022-07-28T13:00:00Z,9.2
2022-07-28T14:00:00Z,8.35
2022-07-28T15:00:00Z,8.53
2022-07-28T16:00:00Z,5.5
2022-07-28T17:00:00Z,2.6
2022-07-28T18:00:00Z,0.96
2022-07-28T19:00:00Z,0.57
2022-07-28T20:00:00Z,0.12
